baseline	treatment	instance_id	direction
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-18698	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-19783	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-22456	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-22714	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-23413	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-23534	treatment_only
LocAgent-Qwen2.5-32B	LocAgent-Qwen2.5-32B+MURAL	sympy__sympy-23950	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-14096	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-14369	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-14539	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-7336	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-7606	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-7671	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-8707	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	astropy__astropy-8872	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-10554	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11095	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11099	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11133	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11141	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11265	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11292	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11532	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11603	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11749	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11820	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-11951	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-12276	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-12419	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-12708	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-12741	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-12858	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13012	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13033	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13128	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13212	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13297	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13315	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13343	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13344	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13346	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13363	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13406	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13449	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13512	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13513	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13670	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13794	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-13810	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-14122	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-14170	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-14311	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-14315	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-14493	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15128	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15252	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15380	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15382	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15554	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15572	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15695	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15731	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15732	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15973	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-15987	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16116	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16145	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16255	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16256	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16315	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16560	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16661	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16801	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-16899	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	django__django-7530	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-13989	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-20676	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-22719	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-22865	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-23412	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-24570	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-24870	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-25479	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-25960	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-26291	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	matplotlib__matplotlib-26342	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	mwaskom__seaborn-3069	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	mwaskom__seaborn-3187	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	psf__requests-1142	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	psf__requests-1724	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	psf__requests-2317	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	psf__requests-2931	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pydata__xarray-3305	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pydata__xarray-6461	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pydata__xarray-7229	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pylint-dev__pylint-4661	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pylint-dev__pylint-6386	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pylint-dev__pylint-6528	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-10051	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-10356	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-5631	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-5809	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-6197	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-7236	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-7571	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	pytest-dev__pytest-8399	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-10908	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-11310	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-13142	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-13496	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-14053	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-14629	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-14983	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-25973	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	scikit-learn__scikit-learn-26323	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10323	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10614	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-10673	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-11445	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7440	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7590	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7748	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7910	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-7985	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8035	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8056	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8120	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8269	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8459	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8548	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8593	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8595	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8638	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-8721	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9229	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9320	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9367	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9461	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9591	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9698	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sphinx-doc__sphinx-9711	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-12419	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-13091	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-13551	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-13615	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-13878	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-14531	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-14711	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-15599	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-16792	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-16886	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-17139	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-17318	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-18698	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-19495	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-22714	treatment_only
OrcaLoca-Qwen2.5-32B	OrcaLoca-Qwen2.5-32B+MURAL	sympy__sympy-23413	treatment_only
