instance_id	repository	variant	rendered_entities	source_entities	target_count	matched_target_count	source_target_coverage	source_hit	source_complete	prompt_tokens	prompt_sha256
django__django-15098	django__django	bm25	18	6	1	0	0.0	0	0	3817	751af433120365d3a83ee313725607824db1c5dc4e4b44b48d2416453950d1ed
django__django-15103	django__django	bm25	17	8	2	2	1.0	1	1	3456	0a867a4a483559e97628c8c095fbfc02f13c962050867463320946a65471ed87
django__django-15104	django__django	bm25	18	3	1	1	1.0	1	1	3785	3651c530e10e80ad0a5deea6b934e3353577f3424e2c1a388873c1f9a1865fdc
django__django-15127	django__django	bm25	14	6	1	0	0.0	0	0	2596	c8a5ec43a320159a8a9b7cc706e611f6b30093c72e1c2779b315ec6fd6f03daf
django__django-15128	django__django	bm25	19	5	3	2	0.6666666666666666	1	0	3831	125c2da140a7cd2ba13048b055edc7157dd38bfd852fe405980fc33b450cd73e
django__django-15161	django__django	bm25	10	4	1	0	0.0	0	0	2233	3daa4dbd0d0996abdb57020fa0dcac16b90c5aa5e2dd4fd2033c0c485563b7f2
django__django-15252	django__django	bm25	20	6	1	0	0.0	0	0	3889	6bad973adf2a2d7f6bb028575f5b648dc0824c99f158cf091145db70508d9393
django__django-15268	django__django	bm25	19	6	2	2	1.0	1	1	3950	c57c4fb31b34c6c53520f75111223422594c754b5367fe9129db51138268091e
django__django-15277	django__django	bm25	19	2	1	0	0.0	0	0	3618	1cb2af1e488985f0606a3a6af4d3b378515760e1003e5c5c570afa8e2e85ccef
django__django-15278	django__django	bm25	18	4	1	1	1.0	1	1	3869	701d793978aa546724efd0cc618d6c4dc6293afbde5c3e54edd8b68793983337
django__django-15280	django__django	bm25	17	6	1	0	0.0	0	0	3928	3b5fd61ba45a95a005bc705e1d61841b51e4ab6702c932189983ec68a2b43f97
django__django-15315	django__django	bm25	19	8	1	1	1.0	1	1	3759	a525e7b8f4fa2adf78c61ec7b00876a10f98d3b4e33603dd70abe4bcec538fba
django__django-15368	django__django	bm25	20	6	2	2	1.0	1	1	3920	92f312364fb36a7136aca3b0158e7fd6b293170820f29f2446ab6f71e164c5f4
django__django-15375	django__django	bm25	18	4	1	0	0.0	0	0	3748	a3e2e753f2a533ae5330ebadac933823b6f4752b6d98362d6c5ccd908f55dd00
django__django-15380	django__django	bm25	19	4	1	1	1.0	1	1	3878	19744b171aed63bbec005260c856dd7aa9dd7a48a7542eaf38a65a12f1ed0ebb
django__django-15382	django__django	bm25	17	8	1	0	0.0	0	0	3611	1fba0168d00d5f854b253daf2106f9ef0bbad320121f9bf8515832a0ff9a3893
django__django-15467	django__django	bm25	20	7	1	1	1.0	1	1	3522	be968f3c44734f4ea6cb0f77f9ddb19fc52d02f6e336f2c6216a12a77a019f27
django__django-15499	django__django	bm25	19	6	1	1	1.0	1	1	3921	52a419defa80f9111640ed118fbc4a0227c13f14d494a0379d493ac960996fd6
django__django-15503	django__django	bm25	14	8	5	1	0.2	1	0	3816	5d1ffca95c38c3b4350d66f1429260924f8b98d65778cb461f30d8be08cff71c
django__django-15525	django__django	bm25	11	2	1	1	1.0	1	1	3179	29254ea392feb47e855adf18c2f23540a9543eb358b3fa47a743210d569ac2f0
django__django-15554	django__django	bm25	17	7	4	1	0.25	1	0	3501	7240f717664cd78a7340685608020561ae7439bb53d9dd12dd6b6242df036e79
django__django-15561	django__django	bm25	16	6	2	0	0.0	0	0	3762	c90d34832927eff33763ee0e7dc66e2ac34756a0c7ebc1d04eeb6c8f789d45f7
django__django-15563	django__django	bm25	19	8	2	0	0.0	0	0	3988	86836041d158242e620c55a5d29868686668e3c13d92960557c568b1c949adf7
django__django-15569	django__django	bm25	20	7	1	1	1.0	1	1	3873	9993cf777ce21823e3ee1d830964b4977a9102f2673ce0af983377b39ccbba93
django__django-15572	django__django	bm25	18	4	1	1	1.0	1	1	3835	6341f2ca3ab2d598eb345d53969677b34f56b1631612e249e7e1a47f8f3b6994
django__django-15629	django__django	bm25	17	4	4	1	0.25	1	0	3631	b8b7a3479d9af4ce72e21d78f1fda3ce5aee46e9695fe7ed69ddca61f129d6b8
django__django-15695	django__django	bm25	18	5	1	0	0.0	0	0	3680	62e4003819d7a8ee57aac964036463f21b9c5740682b2fd51eb2c919dbe19a40
django__django-15731	django__django	bm25	19	8	2	2	1.0	1	1	3852	7b78a789dc22e9de856b9e9ae61bb227e75226d60228d997deb21ab2ae2ee877
django__django-15732	django__django	bm25	16	8	4	3	0.75	1	0	3497	5e109729b1bf1a96a96f85e45e6a75a30e8606fe12a43f7854d58688686a866e
django__django-15741	django__django	bm25	19	6	1	1	1.0	1	1	3148	3c13998a1fc6166e11bf1a2ffe5d9b52ba5af4884e75d1c4212117fab8d7e014
django__django-15814	django__django	bm25	12	2	1	0	0.0	0	0	3892	af16c4acfa0e3bd874254d6e6e8a60fa690d0e7c6820c8fcaaa4526eab99a181
django__django-15851	django__django	bm25	19	6	1	1	1.0	1	1	3851	4bc44959ef19377821d3434dff40f93e619abe8e03cd3ec99fddf9a3159a94f6
django__django-15863	django__django	bm25	20	4	1	1	1.0	1	1	3725	a1f5a784f19fa8a6746feb7cc8a1a6f3561a149f1ce465e2f0df6b70330e757e
django__django-15916	django__django	bm25	18	4	3	1	0.3333333333333333	1	0	3676	8a51cd65af5d357f9a42fac166fc01c1f22e003087f9e6e39b08743d951466f5
django__django-15930	django__django	bm25	15	5	1	0	0.0	0	0	3500	79d6c4189cc145cb4a582d5e09f5cab53237d7671440b21bd8cd4bf5eb4f322f
django__django-15957	django__django	bm25	15	7	3	1	0.3333333333333333	1	0	3671	a457c08e158a78052013014888abea0b3379803d36169a558b2db2530bf9bb6a
django__django-15973	django__django	bm25	9	2	1	0	0.0	0	0	3902	24250cbaaac8669a3d53dfa6ed6c0f7c379c973611b63cfd37cb1d3ff77359e7
django__django-15987	django__django	bm25	17	8	1	0	0.0	0	0	3336	f9bc82caff1a4f96349ae9ef4e99a555c8a74ea1a4935e086dfff2c31c5c8784
django__django-16032	django__django	bm25	18	8	4	2	0.5	1	0	3977	925c84c5ab2268af603a33c27403a9a23ed188a77bf5c5f023b711e3cacaa86c
django__django-16082	django__django	bm25	16	4	1	0	0.0	0	0	3691	f1aed7af65e0939bef8974016f47c30154ac7fb4488f64284525af306ed2a276
django__django-16100	django__django	bm25	19	6	1	1	1.0	1	1	3739	93c52eeb1b77e33e64399fa0b25ec00b86314c075322e5cefe224b00faae1923
django__django-16116	django__django	bm25	20	4	2	2	1.0	1	1	3671	341a526ce2f92b9a8b347dde863e9854ee08c5733544e08268b05d9c9c0e9f2e
django__django-16136	django__django	bm25	19	6	1	0	0.0	0	0	3928	ced1bf50e00d2bdba645351b4710f916e1d10bfe4dc11d9d9322ad727b03d70c
django__django-16139	django__django	bm25	20	3	1	1	1.0	1	1	3620	5f4c5b345aa4937610b5507421dfa40d358eb54d04e8adabc30586f046377959
django__django-16145	django__django	bm25	19	5	1	0	0.0	0	0	3779	c9ba24ccc3e47defdf2f03f542b9c8a07f5185bc30e3609975da7e499e98a1e1
django__django-16255	django__django	bm25	20	4	1	1	1.0	1	1	3684	d5fc0f62672678aec042f80208ed6369ecb5d503ef1cb81b0bc21c24c3da0369
django__django-16256	django__django	bm25	12	6	5	5	1.0	1	1	3531	aece01d096f5211b2f52f204cde4ef789799126507de1ceab130bbd21cc3c0f4
django__django-16263	django__django	bm25	19	6	8	0	0.0	0	0	2822	cdb24850362465b848c62b60dc0ff84435eb0555e146e636dca68623e30d9375
django__django-16315	django__django	bm25	18	6	3	2	0.6666666666666666	1	0	3712	874a8704e9958bf3ad13c93ebe39ce8a6e6d8bdbbc08e6e5ef949e2fa1b88290
django__django-16333	django__django	bm25	19	6	1	1	1.0	1	1	3954	c219478c9bf3d341082b8ac5a4eab1cbfcb1760195072d83b412fb848fd15be3
django__django-16429	django__django	bm25	20	4	1	1	1.0	1	1	3708	a0176b9e6b0f507c9872ad1e5fc612dceaf00ab5ec0c234eb15402be5a5a3ad3
django__django-16454	django__django	bm25	18	6	1	1	1.0	1	1	3983	c9aee29f632b6aed14d21a3a9a12e1a097d743447aaf575861f78f8811e1bc5f
django__django-16485	django__django	bm25	20	6	1	1	1.0	1	1	3236	b7adbb0f0e2186bcd26d6931c3e82fc946329d9727e45d66928cfec02725f32f
django__django-16493	django__django	bm25	19	4	1	1	1.0	1	1	3919	c8104a2cccdd7ce22a2019cc115edc4d64de6a702b29908613b7e4108edad729
django__django-16502	django__django	bm25	12	2	2	1	0.5	1	0	3994	62db5a95ad36f825000126743c6765beb9025efc087d833fef9fb53b0d7dfde8
django__django-16527	django__django	bm25	20	8	1	1	1.0	1	1	3689	27ad7edc782db462f2c1aea11b972ef68c8f0749b3253d9991d134d47539424f
django__django-16560	django__django	bm25	18	6	15	3	0.2	1	0	3811	1bef1d86346c4eee43b0d14f92a653c6761cc17034812a00b70b4e697bd6cfcc
django__django-16569	django__django	bm25	20	8	1	1	1.0	1	1	3845	4d92c3731d2dc631d09b46f1b057ad908d07f06a4ac4193393403437071d5a57
django__django-16595	django__django	bm25	18	2	1	1	1.0	1	1	3802	8702cfafd6e7ead17c753324f045076d402e30f730df063bf258049f3de8028e
django__django-16612	django__django	bm25	14	8	1	1	1.0	1	1	3570	b2b6bed2a3e74168c93b3f05db61e251a9f95984e5d2a8e2ddda10ec5ca903bc
django__django-16631	django__django	bm25	20	8	3	2	0.6666666666666666	1	0	3836	1ae1705bfc4d0833db797b50cf00a7e3b0332cc0e3440ff3665f4a83d1d53db0
django__django-16642	django__django	bm25	14	8	1	0	0.0	0	0	3771	c9cffa6f402287758d0242406620da715a95000a8c799fa180c6f1b5e83fe204
django__django-16661	django__django	bm25	20	4	1	1	1.0	1	1	3964	7c1e7f7d0965d0b8e9891f36a5794ba75048751290999cf06d2533ff06966574
django__django-16662	django__django	bm25	15	7	1	1	1.0	1	1	3111	a2d63ab48a3473e2fd0c80e50f33d6e35f964542a1bc06c7529ba95bf9aa9edf
django__django-16667	django__django	bm25	20	4	1	1	1.0	1	1	3709	5595dc52af72b726e32f96e413c933dd1aa84d7a589fb50ce9961cba5e52c284
django__django-16801	django__django	bm25	19	6	2	1	0.5	1	0	3847	fa2c1a3dd9039e0c5cb968682688b2024925e6f4a1d3a81b9377755e0c5d0a35
django__django-16819	django__django	bm25	17	6	1	1	1.0	1	1	3626	e07685329db975ac282aa8fe18790c580e372a718d70861a30f2a025ac2e9829
django__django-16877	django__django	bm25	16	8	1	1	1.0	1	1	2620	7ebc5ab0402b019312b36160b0bfc6fd6d9883d6bba0d0deacd06f3be927ac7e
django__django-16899	django__django	bm25	20	5	1	0	0.0	0	0	3130	529f9f9e19f9b8e84cb054ed3512eefe218e83cbab7f6549f45338ff7bb49f15
django__django-16901	django__django	bm25	14	6	2	2	1.0	1	1	3425	5d8739455619f774cedcaed2dcba8075e81f424bdceb15be53781ab478b198aa
django__django-16938	django__django	bm25	17	2	2	0	0.0	0	0	3921	2c79c532dce2494736afb9e4ecedfa53b5eef5efc07ef6699f30e75e569d9f51
django__django-16950	django__django	bm25	16	2	1	0	0.0	0	0	3907	37e42282278e6e8e6bde3f38f23d5fbfe4f77446c476e4e25ad923e47f8c38de
django__django-17029	django__django	bm25	20	8	1	1	1.0	1	1	3482	3fa59cf45b8079a53941bf374138aec184ecd20e396be1271e8166ba25b7ef6d
django__django-17084	django__django	bm25	15	6	1	0	0.0	0	0	3339	276ca9d849c1ae52d941d8b468a5174b0f40efa59c2b34591a410e2035e814bd
django__django-17087	django__django	bm25	11	2	1	0	0.0	0	0	3218	a0fdbf4457765c877c962c57039be8384b06f999773b48bdb7f024a047247f33
django__django-7530	django__django	bm25	17	6	1	1	1.0	1	1	3900	58119d5bda4247668b9f73cd36a7563c79bc46dc93bb6ac1d4746479087cbefc
django__django-9296	django__django	bm25	20	6	1	0	0.0	0	0	3758	eaf2c2b92aa43586040e37489a6669d0f270c1a04698d1f712b40c13d6a09b68
matplotlib__matplotlib-13989	matplotlib__matplotlib	bm25	8	2	1	1	1.0	1	1	2684	f3881d8a97a6a72268d40f206b46140edd643c83554af6777c098394b67dcd54
matplotlib__matplotlib-14623	matplotlib__matplotlib	bm25	8	2	5	1	0.2	1	0	2305	8497d85c73c95a81e0868a78065a3fa97911b09a3126a86945fad0bb4cf0acf3
matplotlib__matplotlib-20488	matplotlib__matplotlib	bm25	20	2	1	0	0.0	0	0	3792	ad3725807c9faf92cb5a1c2d0ad040557da575c85a3c53f3121506d003d35e10
matplotlib__matplotlib-20676	matplotlib__matplotlib	bm25	13	6	1	0	0.0	0	0	3568	ae4ccdaac753b0a60252d74a4b8b878ee674984e0bbab942b24959b81038c518
matplotlib__matplotlib-20826	matplotlib__matplotlib	bm25	16	4	1	1	1.0	1	1	3838	cdfaa56c50ea26bc83c72cbe78e39802b000d5d0f886951a3476c02f6952b6eb
matplotlib__matplotlib-20859	matplotlib__matplotlib	bm25	10	2	1	1	1.0	1	1	3057	7989b3a43049937c78597118ca4378e8cbc981422521001641a51be793dc02d4
matplotlib__matplotlib-21568	matplotlib__matplotlib	bm25	13	7	1	0	0.0	0	0	3369	efcb8af4568c43bb166e14a63726d9108ee254680977947b3f5d7ac9b0da6792
matplotlib__matplotlib-22719	matplotlib__matplotlib	bm25	0	0	2	0	0.0	0	0	1893	f893488e4c34c11c075ee7a75db785e4f506fafdc304b60d6c23838d9ffb7130
matplotlib__matplotlib-22865	matplotlib__matplotlib	bm25	16	6	1	1	1.0	1	1	3664	ebba3e24dc4a66ef1c471361a7fcc1e4ca83e59ab8dcc168b7ecf1b411f2d685
matplotlib__matplotlib-22871	matplotlib__matplotlib	bm25	20	4	1	0	0.0	0	0	3614	433599ba8a412d0b9714308b4408100a16946a9dd63ea733d74dca389f6c9b69
matplotlib__matplotlib-23299	matplotlib__matplotlib	bm25	20	6	1	0	0.0	0	0	3980	0a01d4cf061482f30d1bb887b20222ffc70ff98757fbce151eac0524643202a9
matplotlib__matplotlib-23314	matplotlib__matplotlib	bm25	20	8	1	0	0.0	0	0	3645	409c1427918524b17c3d0c49f76ee1cf94d0118148becb1a17ec6f7bad787cd0
matplotlib__matplotlib-23412	matplotlib__matplotlib	bm25	14	2	1	0	0.0	0	0	2944	7da625645b38ca07626875974e92659d72066f34dbc2d74594e966290059e86c
matplotlib__matplotlib-23476	matplotlib__matplotlib	bm25	17	4	1	0	0.0	0	0	3925	e10c0ef7803dac8e92a57c9dfb2dc111373b3b13b07a5d363a44a2503934c60b
matplotlib__matplotlib-24026	matplotlib__matplotlib	bm25	0	0	2	0	0.0	0	0	1322	9b92ea9b45e98b6fa4376435a7685c4ff8aa52d1ccbb99994f4d5df0e4b6e5a3
matplotlib__matplotlib-24149	matplotlib__matplotlib	bm25	6	2	1	0	0.0	0	0	2426	91e2eea7181e11dfe269eb11c0fdb1ca52eeedcbf4ba210dd83c46f1fa4e3983
matplotlib__matplotlib-24177	matplotlib__matplotlib	bm25	16	4	1	0	0.0	0	0	3912	b733faaf0085b2fd71eee78e2df1f9f78ecfea96100dfdf1aae305849918963c
matplotlib__matplotlib-24570	matplotlib__matplotlib	bm25	20	6	1	0	0.0	0	0	3899	5db25a2a76702a8e1143a56df1e0aebfc8555b81f31066f4401bc831122153a6
matplotlib__matplotlib-24627	matplotlib__matplotlib	bm25	15	8	1	0	0.0	0	0	3828	5fb3314b5cc5da043b81ed6728bafb4142f796c27ca25353c1fd1035145de506
matplotlib__matplotlib-24637	matplotlib__matplotlib	bm25	19	4	2	1	0.5	1	0	3890	602306a5be850872470f6cec5d816c8fc6712585ba3edf1f4033885210938797
matplotlib__matplotlib-24870	matplotlib__matplotlib	bm25	13	2	4	0	0.0	0	0	3006	77cfb071baa6cf5b23b20bdc513515171f14762cfdff45b7a5b447944d3b144a
matplotlib__matplotlib-24970	matplotlib__matplotlib	bm25	18	2	1	1	1.0	1	1	3020	12f42c0114e19453117146a7824761d02fd2403e468a47adfc0e7442417a525a
matplotlib__matplotlib-25122	matplotlib__matplotlib	bm25	20	7	1	1	1.0	1	1	3857	1e2368484edc58af69c4007004b1d7fa031a76b82da3df915444a548cea91a33
matplotlib__matplotlib-25287	matplotlib__matplotlib	bm25	0	0	3	0	0.0	0	0	1240	17bf01a7766fec31a1f1413d9a1e7fac54d03d323fd2e0d4524b58a2ac5682ff
matplotlib__matplotlib-25311	matplotlib__matplotlib	bm25	11	5	2	0	0.0	0	0	3000	375de1e3a7318c7edaa7a32c0345567a06c7974f351f92ff703ffaf6d72e8c57
matplotlib__matplotlib-25332	matplotlib__matplotlib	bm25	19	6	1	0	0.0	0	0	3959	82769cf7aa5263e37569852e26b5e23ef8a5f47b138378126faddfb6b13c2a1a
matplotlib__matplotlib-25479	matplotlib__matplotlib	bm25	15	2	2	0	0.0	0	0	3889	2d9a8e0d0c25ba04aaafffa1ca376d0c10b46c9b1dc94ce7dadf70610627a2b8
matplotlib__matplotlib-25775	matplotlib__matplotlib	bm25	8	2	8	2	0.25	1	0	2139	8c18da4caa78f5333613e83b2cfe396bbab89013c431acb83f8d803a5b96a010
matplotlib__matplotlib-25960	matplotlib__matplotlib	bm25	17	4	2	2	1.0	1	1	3468	e586bce4052dc3b1377b3de3368a08d5bd142ad46607f4181c304a2be4258997
matplotlib__matplotlib-26113	matplotlib__matplotlib	bm25	0	0	1	0	0.0	0	0	1893	9809d804b2035b59682529bc94974adcdbc78185c14f0fa9d59b88aec71ccd9e
matplotlib__matplotlib-26208	matplotlib__matplotlib	bm25	16	2	2	0	0.0	0	0	3325	f1aba937ff5198c0809f1bc0235fc5515306c833882a968199120c627c7912b9
matplotlib__matplotlib-26291	matplotlib__matplotlib	bm25	12	2	1	0	0.0	0	0	3557	4c1061424394e159681b1278fa8e5e59faedc414593346da2b2693e68d36eb27
matplotlib__matplotlib-26342	matplotlib__matplotlib	bm25	20	8	3	2	0.6666666666666666	1	0	3670	f8ec18a467afc06d86f0f748527fa6b3c8c9e6610889cf55502d6aa5450b888e
matplotlib__matplotlib-26466	matplotlib__matplotlib	bm25	0	0	5	0	0.0	0	0	1113	071e63eeb90a0840adac73c883f4889d3f63551176289300bcddd523a1086aec
mwaskom__seaborn-3069	mwaskom__seaborn	bm25	7	2	3	0	0.0	0	0	3935	a59a9af6c5d948572986b7261112e0d7e39eda164742d728ac5f9db5ae64e89e
mwaskom__seaborn-3187	mwaskom__seaborn	bm25	6	2	2	0	0.0	0	0	3940	b9f22dddd2f8a6f9b79e0be0abb2084397ab246634fcfa365ed73fe57c0ebfc5
pallets__flask-5014	pallets__flask	bm25	16	6	1	1	1.0	1	1	3510	2b1bc1c9b772a08750423059703d7f8d9a643cf90d8a74615404edf02aa16123
psf__requests-1142	psf__requests	bm25	19	8	1	1	1.0	1	1	3643	30b0ebe0df553d2a6268eb5ddb1a88beb922a261fb9416a0cd503d3ebb4bf876
psf__requests-1724	psf__requests	bm25	20	2	2	1	0.5	1	0	3901	b112355f70f037cb20d214d1aed3d22851920b529e35758e81ba228f44d7e6a3
psf__requests-1766	psf__requests	bm25	14	7	1	0	0.0	0	0	3583	5fe0b8cf473ad8549ee0f3448532c4233740a0f720709e3272ca3770b8e12eab
psf__requests-1921	psf__requests	bm25	20	8	1	0	0.0	0	0	3929	6050420b8c8d8d9e6e5d035a8842c14b9d59c5bc394aa76b95422fbafcc3f917
psf__requests-2317	psf__requests	bm25	19	4	2	2	1.0	1	1	3719	d96b086a49cac5752b20d412768b96b7574993570d2e2bb808bb120da65d7ecd
psf__requests-2931	psf__requests	bm25	19	8	2	1	0.5	1	0	3796	da7fbc380a83383043165ffafd21489c36db3b758be706c5733f174f4b060aeb
psf__requests-5414	psf__requests	bm25	19	4	1	1	1.0	1	1	3838	f1c4ab363dee5dce92ed7dc440154cf48d8b522d1add4280cb8a7512712ea93a
psf__requests-6028	psf__requests	bm25	18	6	1	0	0.0	0	0	3652	9a74bf601002ded703fe752db1596589592a0a1147543532d71a3a707a1a2327
pydata__xarray-2905	pydata__xarray	bm25	18	7	1	0	0.0	0	0	3948	5561fe39cc6f2d102ff2087e668cd2df597b06539ab2a8bb64afb8a022518af6
pydata__xarray-3095	pydata__xarray	bm25	19	4	9	1	0.1111111111111111	1	0	3915	69fb7c3c3e54a2ec0fd694ccd3c6f2bd0b5207f818a461e1cbc28796b0da75b2
pydata__xarray-3151	pydata__xarray	bm25	15	2	1	1	1.0	1	1	3937	9d72d8ae3a4a2436d6b1b339755da466155943dd29f41d7143869108bf59e59b
pydata__xarray-3305	pydata__xarray	bm25	16	2	2	0	0.0	0	0	3274	d5bfae25f137b7a9235ee98d44ca66ed7e1e965947dedd5154a37807b4b47a1b
pydata__xarray-3677	pydata__xarray	bm25	20	6	1	1	1.0	1	1	3825	b4130c02a23c43afbe2d1b4d8e6d7ef97915465053b140f3302e5d93951b0168
pydata__xarray-3993	pydata__xarray	bm25	20	4	2	2	1.0	1	1	3555	1a7651a7dc51065fa8813a5148f215594eb24891d728ae5546bb767f48838ee9
pydata__xarray-4075	pydata__xarray	bm25	16	3	1	0	0.0	0	0	3823	acacb4287abf7ab167ef5f2d5ddf99e0a543742d432a50e7b9d35b6489c820f4
pydata__xarray-4094	pydata__xarray	bm25	18	4	1	1	1.0	1	1	3978	45a514f1e8a2c87f7f23c908c0b64908922d1dfbc1594101aa55f8f5a1e96a0c
pydata__xarray-4356	pydata__xarray	bm25	16	8	1	0	0.0	0	0	3809	3eeb66b05c73439be2398bfdf149a72ef811509e6ff234bb4faf76b7496e982e
pydata__xarray-4629	pydata__xarray	bm25	20	2	1	1	1.0	1	1	3561	75ccd4ca741aa9478b63c07af0b38ad7e58dd3ed9457bae34ffda69038af7f81
pydata__xarray-4687	pydata__xarray	bm25	18	2	1	1	1.0	1	1	3969	c1253bbee7ec2d260da84eec7f3809b3cb7e6c7acea2d5b1ca1bd8e217910bd7
pydata__xarray-4695	pydata__xarray	bm25	16	4	1	0	0.0	0	0	3871	6a5ce6a7d9e40836441363175f81a3d63f297003142cb69881fe84242eda1334
pydata__xarray-4966	pydata__xarray	bm25	17	2	1	0	0.0	0	0	3884	ef2cab0d21fd5d711a6af300737a4df3b396adfa7c707f291b2b2e76b4272b29
pydata__xarray-6461	pydata__xarray	bm25	20	2	1	1	1.0	1	1	3584	60443876e8cce812658eb9adca2c5133fe23fd36639614984ce54b1018a72bbf
pydata__xarray-6599	pydata__xarray	bm25	15	6	1	0	0.0	0	0	3681	3d84ed76bb2ac95676b0bcb7b52f35a03f54ad01301f4e32e06eb9091e1f216c
pydata__xarray-6721	pydata__xarray	bm25	20	2	1	1	1.0	1	1	3864	51fff1d5f7d7e49314f372ad2ae4345fea62babe9db75cedae25ec93f6041996
pydata__xarray-6744	pydata__xarray	bm25	17	6	1	1	1.0	1	1	3890	60f5d56cca9eaaf4ffaab7714022f32a454cf442bfc7d1dd38b015caf85cab7b
pydata__xarray-6938	pydata__xarray	bm25	14	4	9	1	0.1111111111111111	1	0	3855	6720fb194fe976ea568eede5387bbc072f2cbcc25c06b0d7a1fc89b34f19ca95
pydata__xarray-6992	pydata__xarray	bm25	17	6	3	1	0.3333333333333333	1	0	3921	cd33a9eccec355fdea2609cae2859b38fe394a4d953288a8eb179b7f5328032c
pydata__xarray-7229	pydata__xarray	bm25	13	2	2	0	0.0	0	0	3877	15bfac4deadc1017349c3e830cea131e87643bc602abf57ecb0ba163eff4ffd0
pydata__xarray-7233	pydata__xarray	bm25	17	4	1	1	1.0	1	1	3940	d850116b48dca5e528d2248459870c574d8695025408034c7a336f9a6a514641
pydata__xarray-7393	pydata__xarray	bm25	17	4	1	0	0.0	0	0	3542	34165b56a68ee8b453572dbbe1025398405676e63fd61bbf6b68b642e04cd7e2
pylint-dev__pylint-4551	pylint-dev__pylint	bm25	7	2	6	0	0.0	0	0	3263	e67dd9a519750e5c3a8c67723d6e397b59591c5a3be3783cd3ff9858f1d204e8
pylint-dev__pylint-4604	pylint-dev__pylint	bm25	0	0	2	0	0.0	0	0	898	213636b02598591544674361c1d4fa9328438233f5b0deb16b3b97df54fd13ef
pylint-dev__pylint-4661	pylint-dev__pylint	bm25	1	1	2	0	0.0	0	0	3315	11f51effb485f0f99e429e7508c1d37ce17595b0f31220f42f1fda247552691f
pylint-dev__pylint-4970	pylint-dev__pylint	bm25	5	2	1	0	0.0	0	0	3074	6c91c11095186280182c0b8b46ea6b807d943f34f7e132961c0fb7bf6e185d55
pylint-dev__pylint-6386	pylint-dev__pylint	bm25	7	2	6	1	0.16666666666666666	1	0	3485	8b802882affc35ecc006736b7ffcb95cafac972191a396f2208ffabc69b1417c
pylint-dev__pylint-6528	pylint-dev__pylint	bm25	12	2	4	0	0.0	0	0	3072	1fbfc72c06c10bdc54041fdcd28c814f2e18d18659aae31ea0b7bb9b236439c5
pylint-dev__pylint-6903	pylint-dev__pylint	bm25	4	2	1	1	1.0	1	1	2318	c512cdb2ee39203208fecb836f949a17c55ad06c80fd1c8580dd853aad34ae3e
pylint-dev__pylint-7080	pylint-dev__pylint	bm25	8	2	1	0	0.0	0	0	3901	9bfeed189f85ff46c6806969200a94b89b23c4bfa13ac290f867b0aa10051dce
pylint-dev__pylint-7277	pylint-dev__pylint	bm25	3	2	1	1	1.0	1	1	3829	fdad556c3573e8ae509eade031a7a523c2415804c86d470b293ad85b25317e94
pylint-dev__pylint-8898	pylint-dev__pylint	bm25	6	2	4	1	0.25	1	0	3608	6b26a8f78513e9af040ea3f8219549644b260050ac11b52bfd8c6e48603dea01
pytest-dev__pytest-10051	pytest-dev__pytest	bm25	20	6	2	1	0.5	1	0	3910	4d9cfec92d5a48b8b3b79df4d069d6f91d46ff706cb9410a41b6a386fc7b4d3a
pytest-dev__pytest-10081	pytest-dev__pytest	bm25	17	2	1	0	0.0	0	0	3769	afd028fff66fb191da97ad5ea3c56ef7f15ca333ac84f821ec465cb42a1fb413
pytest-dev__pytest-10356	pytest-dev__pytest	bm25	13	5	2	2	1.0	1	1	3708	51685a8dd2aa29038f5191566e5dec63fd342ea50c651b25c71c8ffe105c0961
pytest-dev__pytest-5262	pytest-dev__pytest	bm25	17	3	1	1	1.0	1	1	3543	b1ecd4342136d0a072147c6677e7eddf463c2045168dd4e29d217e5cadb70aa3
pytest-dev__pytest-5631	pytest-dev__pytest	bm25	18	6	1	0	0.0	0	0	3801	b9d6c85a3277f19da4a21f7536e7ca755c5e9c2a3b52cc3cd7c149180d5bc4bc
pytest-dev__pytest-5787	pytest-dev__pytest	bm25	10	4	3	0	0.0	0	0	2981	d100ea885b793d41e5ef96ed45d7909a0a0e02c20ce6eca93e7f523708b797c9
pytest-dev__pytest-5809	pytest-dev__pytest	bm25	20	8	1	1	1.0	1	1	3976	269a457207fcc115be00bbe779b171b6e6eadc1ff110ad6433fe05111818e813
pytest-dev__pytest-5840	pytest-dev__pytest	bm25	14	8	6	1	0.16666666666666666	1	0	3634	4252216b9a75df23c6a418c40cc1a95f3b8ce80f29688fe34a138e77da9ce2e3
pytest-dev__pytest-6197	pytest-dev__pytest	bm25	16	6	5	1	0.2	1	0	3979	46a4fa8e29b1c89d009fe61cf47e72f2b6592092866e2041ac6db80aaaa702cf
pytest-dev__pytest-6202	pytest-dev__pytest	bm25	19	4	1	0	0.0	0	0	3554	00716502659cd5528f7a022c7e7086b31356bdc34f980b9c7fffc78422894e81
pytest-dev__pytest-7205	pytest-dev__pytest	bm25	20	2	2	2	1.0	1	1	3578	a910e37fe02cac73f31faeafb9c9ba34da712fb081817e138a5b22004ba84a02
pytest-dev__pytest-7236	pytest-dev__pytest	bm25	17	5	4	1	0.25	1	0	3755	d3923330c9efaae021f454797d0646b02f4549d0f35249619e4cd342666be8da
