instance_id	variant	nonempty	patch_sha256	result_rows	dataset_source	problem_statement_tokens	first_prompt_profile	context_profile_version	response_prefill	max_retries	generation_extra_body	candidate_entity_count	candidate_file_count	candidate_class_scope_count	first_prompt_rendered_entity_count	first_prompt_source_entity_count	first_prompt_tokens	retry_count	final_status	applied_file_count
sphinx-doc__sphinx-10673	issue	1	1858177aada17d9a97e486cf0731a7de8ff29abf132259f7a63a86e48768b6f2	1	temp_run/generated/SWE-bench_Verified.jsonl	345	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	6	1	8	4	2898	1	success	1
sphinx-doc__sphinx-11445	issue	1	ac92e61a18fbb25d2c0779f78ab9191dcf63e01a75f185c281c9dca2848b33b1	1	temp_run/generated/SWE-bench_Verified.jsonl	534	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	10	5	10	4	2930	0	success	1
sphinx-doc__sphinx-11510	issue	1	a99896d218568e727a312a6dc54ebc61a84b5cab4837a23dbd54b789a1892cea	1	temp_run/generated/SWE-bench_Verified.jsonl	1206	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	2	2	2	2438	0	success	1
sphinx-doc__sphinx-7440	issue	1	88ca2a4dbfc4284965700c5d126b16fa674903091df2c241d4f8cb700a7ae6be	1	temp_run/generated/SWE-bench_Verified.jsonl	258	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	1	4	2	1830	0	success	1
sphinx-doc__sphinx-7454	issue	1	790206ff67716328911522b2b4f5c3e7827472de1e8b1ec34075ce037753beb9	1	temp_run/generated/SWE-bench_Verified.jsonl	761	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	0	6	4	2835	0	success	1
sphinx-doc__sphinx-7462	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	347	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	1037	0	failed	0
sphinx-doc__sphinx-7590	issue	1	8f559162a80085599a76bd02c5ac83bf0516b0d1569670aaa7814dd34cca36ad	1	temp_run/generated/SWE-bench_Verified.jsonl	164	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	1	1	5	2	1670	0	success	1
sphinx-doc__sphinx-7748	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	89	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	0	3	3	1778	1	failed	0
sphinx-doc__sphinx-7757	issue	1	7774303a1e55de0d325f5cda90ba536f04d0beb769f21fcc4336f191c20779f2	1	temp_run/generated/SWE-bench_Verified.jsonl	196	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1401	1	success	1
sphinx-doc__sphinx-7889	issue	1	acc058361221d1daee3fc4109da41c6eade5d3cb5dc422f97ec9654f4b57801f	1	temp_run/generated/SWE-bench_Verified.jsonl	322	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	0	2	2	1362	0	success	1
sphinx-doc__sphinx-7910	issue	1	e5895a897708907a1b81525667ecbe89608ca1581af932e80f3ef4cbf780069f	1	temp_run/generated/SWE-bench_Verified.jsonl	314	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	3	0	6	4	2260	1	success	1
sphinx-doc__sphinx-7985	issue	1	c41e4100ac09ce363f58df9815bf7b0bfc5b2d295c68a83adeac8bf5ef369ae1	1	temp_run/generated/SWE-bench_Verified.jsonl	449	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	0	4	4	2200	1	success	2
sphinx-doc__sphinx-8035	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	156	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	2	2	6	3	2255	1	failed	0
sphinx-doc__sphinx-8056	issue	1	2341ce15590a237ac7aa90bff170312c673196a56adf1564a7a20fca7894ea51	1	temp_run/generated/SWE-bench_Verified.jsonl	457	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	2	1	7	3	2134	0	success	1
sphinx-doc__sphinx-8120	issue	1	ea7806afb8f077384fbace20a7116696097b2d97115b614fd20907a7207f0228	1	temp_run/generated/SWE-bench_Verified.jsonl	488	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	6	3	10	4	2832	0	success	1
sphinx-doc__sphinx-8265	issue	1	f14b3f2c23320d54b66a2a85d3c585403f21e9e0b162efadb4efeece3668b6d0	1	temp_run/generated/SWE-bench_Verified.jsonl	510	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	0	6	4	2572	1	success	1
sphinx-doc__sphinx-8269	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	320	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1645	1	failed	0
sphinx-doc__sphinx-8459	issue	1	2c6ef2dfed04d1376cb1f7ed2959856663dac6c3f94b81a4df812a51eef26682	1	temp_run/generated/SWE-bench_Verified.jsonl	347	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	3	1	9	4	2440	0	success	2
sphinx-doc__sphinx-8475	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	178	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1496	1	failed	0
sphinx-doc__sphinx-8548	issue	1	75200c5b14e4d32e0bed45b7493d103417ac828798768175bb2a5a560ef4c349	1	temp_run/generated/SWE-bench_Verified.jsonl	94	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	3	1	3	3	1887	0	success	1
sphinx-doc__sphinx-8551	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	552	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	8	2	4	8	3	2735	1	failed	0
sphinx-doc__sphinx-8593	issue	1	d4a6354eaff543acc1535c01a5148095c0e6b6cc2a924ae4a7b46ef8081e43b6	1	temp_run/generated/SWE-bench_Verified.jsonl	179	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	2	1	6	3	2282	1	success	1
sphinx-doc__sphinx-8595	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	191	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	3	0	9	4	2566	1	failed	0
sphinx-doc__sphinx-8621	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	546	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	1236	0	failed	0
sphinx-doc__sphinx-8638	issue	1	bf942605e4304cddf2d3d9fedad63be90637411b0770c4fea9e652d9e814802f	1	temp_run/generated/SWE-bench_Verified.jsonl	699	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	2	2	6	3	2695	0	success	1
sphinx-doc__sphinx-8721	issue	1	c3fc477ed224380231a47a28cb38e1ef0228185db13a239ec22c3fced7ec13e6	1	temp_run/generated/SWE-bench_Verified.jsonl	148	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	0	4	2	1865	0	success	1
sphinx-doc__sphinx-9229	issue	1	fa2a393e43bf31f1bd9b17cb5e3818e10f1929add50bbe7d9b1fd8a12a626a71	1	temp_run/generated/SWE-bench_Verified.jsonl	992	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	4	0	7	4	3098	1	success	1
sphinx-doc__sphinx-9230	issue	1	4b556f64fe0ce94d113ec726fd35e6e4a455bb1d8a574fe955cf5e8abf4a3a9b	1	temp_run/generated/SWE-bench_Verified.jsonl	364	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	3	3	4	4	2672	0	success	1
sphinx-doc__sphinx-9258	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	130	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	4	0	5	4	2089	1	failed	0
sphinx-doc__sphinx-9281	issue	1	ddd6201a7aa6dc314c31c10ca001f8b6d45c8e2075e70bc10ce9630b25c8476e	1	temp_run/generated/SWE-bench_Verified.jsonl	210	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	3	0	4	4	1883	1	success	1
sphinx-doc__sphinx-9320	issue	1	b4d7d0d2ddddb18b6dcc4502914d7132b4d6341903d2f26dc285ba040287668d	1	temp_run/generated/SWE-bench_Verified.jsonl	292	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	0	4	2	1990	1	success	1
sphinx-doc__sphinx-9367	issue	1	ce4b298c13389d50362ef3d40517d90a782f248e4a01cf101f551c4e4cdc758a	1	temp_run/generated/SWE-bench_Verified.jsonl	142	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	1	2	3	2	1771	0	success	1
sphinx-doc__sphinx-9461	issue	1	77a3bdff4b91b3f2fb7d065b8d61c7cd4776498de3b0a555d7c3497ed1482870	1	temp_run/generated/SWE-bench_Verified.jsonl	535	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	3	0	4	4	2693	1	success	3
sphinx-doc__sphinx-9591	issue	1	70bc95b6708ec383464f03d3f6d53c30972b3fd8fe3a83a6cdd518682ab336f0	1	temp_run/generated/SWE-bench_Verified.jsonl	471	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	3	0	5	4	2311	1	success	1
sphinx-doc__sphinx-9602	issue	1	760ec8510a383fbe24aae314b7e7693fcb165dd4fc80867aed83ef80e4b3f3a4	1	temp_run/generated/SWE-bench_Verified.jsonl	366	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	3	0	6	4	2695	0	success	1
sphinx-doc__sphinx-9658	issue	1	b6fa008fa57d86137c95ace4faf2bdad29c63df47c9688a712cd304a30ef6d74	1	temp_run/generated/SWE-bench_Verified.jsonl	761	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	0	3	3	2182	1	success	1
sphinx-doc__sphinx-9673	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	341	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	3	0	6	4	2347	1	failed	0
sphinx-doc__sphinx-9698	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	236	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	1	4	2	1768	1	failed	0
sphinx-doc__sphinx-9711	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	402	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	1092	0	failed	0
sympy__sympy-11618	issue	1	51df728bc73020f204f333f8c4814b5e27636380cc9f7b617a30b273e6bf46fc	1	temp_run/generated/SWE-bench_Verified.jsonl	77	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	1	0	3	2	1216	0	success	1
sympy__sympy-12096	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	177	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	0	2	2	1781	1	failed	0
sympy__sympy-12419	issue	1	5a2dffd0c7504cb6627e56a36a8623addebe1839be1bfd343933d6bf1ceba223	1	temp_run/generated/SWE-bench_Verified.jsonl	336	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	0	4	3	1943	0	success	1
sympy__sympy-12481	issue	1	87ab7d138f6be8eb4d395bbd0600bebc98d1fb85e7a1a654f8226a4a632442cd	1	temp_run/generated/SWE-bench_Verified.jsonl	91	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1464	1	success	1
sympy__sympy-12489	issue	1	a34b4b309e4f05163175733c47ba2fe0c79f615bebddc778d6501da1a5c1297d	1	temp_run/generated/SWE-bench_Verified.jsonl	254	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	1882	0	success	1
sympy__sympy-13031	issue	1	a50b9460fa177d0d0d18fc192e75bf13e7fb9962e16ed4bf10364ea1a3bba101	1	temp_run/generated/SWE-bench_Verified.jsonl	301	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	1430	1	success	1
sympy__sympy-13091	issue	1	2293b93ff8492c29bd0e0df7677b376b4d13c538238015dcb326256d27ed825e	1	temp_run/generated/SWE-bench_Verified.jsonl	433	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	3	2	5	4	2206	1	success	1
sympy__sympy-13372	issue	1	7ffd8d1c340c6ea420aec8891924c9335de62505962fd8d121ecd423c43854b7	1	temp_run/generated/SWE-bench_Verified.jsonl	351	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	1	2	2	1978	1	success	1
sympy__sympy-13480	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	152	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	1	1	1	1505	1	failed	0
sympy__sympy-13551	issue	1	a363348fb709226257e95a59228d39361a18d8d6c8563fdf573a5b6434b0b32e	1	temp_run/generated/SWE-bench_Verified.jsonl	211	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	3	0	5	4	2201	1	success	1
sympy__sympy-13615	issue	1	bfa89c06abce3d10bc581251857fcb7015347f9790106c595e41dd3cbef1cd64	1	temp_run/generated/SWE-bench_Verified.jsonl	67	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	1	3	5	2	1710	0	success	1
sympy__sympy-13647	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	662	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	1352	0	failed	0
sympy__sympy-13757	issue	1	ab3daeb6c08220a93e490a8edb6c16abeeeb063e888ae95cc99cac828ee768dd	1	temp_run/generated/SWE-bench_Verified.jsonl	151	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	975	1	success	1
sympy__sympy-13798	issue	1	86c4aa0a5a4332b94c9636fcc8674a5387028b85414af5df77286981876192b6	1	temp_run/generated/SWE-bench_Verified.jsonl	231	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	10	5	2	10	4	3127	1	success	1
sympy__sympy-13852	issue	1	0ff47c88304c1ce773c09c5e831156fda0a12f420d3f3179786be491435b70b8	1	temp_run/generated/SWE-bench_Verified.jsonl	578	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	2	2	1	1949	0	success	1
sympy__sympy-13877	issue	1	f444020587389cbb035a88a77626690ca862ef9bcbe3e25115f8897a9e160cc2	1	temp_run/generated/SWE-bench_Verified.jsonl	1210	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	0	6	4	3421	0	success	1
sympy__sympy-13878	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	876	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	1	1	1	1800	1	failed	0
sympy__sympy-13974	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	376	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	1	0	3	2	1860	1	failed	0
sympy__sympy-14248	issue	1	9e83f32dbf254f267e9ae9663bb593b41c72575cade95e2c3bff51111109ae7a	1	temp_run/generated/SWE-bench_Verified.jsonl	193	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	3	0	9	4	2291	0	success	3
sympy__sympy-14531	issue	1	6457034e3b87684481a02f5a8829a2b99282f98fce6ac7474c302e7ffcaa0f2a	1	temp_run/generated/SWE-bench_Verified.jsonl	224	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	2	0	5	3	1575	1	success	2
sympy__sympy-14711	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	271	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	0	4	2	1424	1	failed	0
sympy__sympy-14976	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	240	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	931	0	failed	0
sympy__sympy-15017	issue	1	241bb5dc6aae289bed42544f9d1463cb086d9e99f3a6c1256a44d1c80a8b24e8	1	temp_run/generated/SWE-bench_Verified.jsonl	289	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1194	0	success	1
sympy__sympy-15345	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	78	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	2	3	3	1671	1	failed	0
sympy__sympy-15349	issue	1	aefaeade6fe8dee3ae32ce8d33a50f627fd4f2ca59820de47e6c15afcd9a49f7	1	temp_run/generated/SWE-bench_Verified.jsonl	224	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1343	1	success	1
sympy__sympy-15599	issue	1	b4168e7a3ad400c5c1518b6583ee47308d95bf7605186f00133533754813dc49	1	temp_run/generated/SWE-bench_Verified.jsonl	574	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	1264	0	success	2
sympy__sympy-15809	issue	1	0928e0d68770434bc5dc11eeb65247c5c2647f02c83cafe24fa1edee77f77d0a	1	temp_run/generated/SWE-bench_Verified.jsonl	83	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	1	1	1	1006	0	success	1
sympy__sympy-15875	issue	1	6a9e08993918b0845db839d2bda485eb36adbc087774e7c9974777c6972faec4	1	temp_run/generated/SWE-bench_Verified.jsonl	145	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	4	0	6	4	1781	1	success	1
sympy__sympy-15976	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	379	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	2	4	3	2599	1	failed	0
sympy__sympy-16450	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	251	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	942	0	failed	0
sympy__sympy-16597	issue	1	88f99527e9faa8c3b1dbad93aa20446b5c159eb53386aea08f3387257573fa71	1	temp_run/generated/SWE-bench_Verified.jsonl	88	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	890	0	success	1
sympy__sympy-16766	issue	1	d453ec7889fd1f11001751579b1dc2355bd68b8391e682ab8d559c3ae63393eb	1	temp_run/generated/SWE-bench_Verified.jsonl	154	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	0	2	2	1328	0	success	1
sympy__sympy-16792	issue	1	b181fc39f2c341319820f22a2c7c5e7e61700a942583b4400e7f65803c1da4b5	1	temp_run/generated/SWE-bench_Verified.jsonl	471	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	2	2	6	4	3097	0	success	1
sympy__sympy-16886	issue	1	db909c065a100a087fd7e35150d07d098dfc6ed39d9acf8898877e63138cdd2a	1	temp_run/generated/SWE-bench_Verified.jsonl	50	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	740	0	success	1
sympy__sympy-17139	issue	1	773ba4bc4c892446aa5b0da2b56d13790f4e3bc3a1092812badd36fbabd596e7	1	temp_run/generated/SWE-bench_Verified.jsonl	643	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	0	3	3	2549	0	success	1
sympy__sympy-17318	issue	1	44876bb53366c27a8dc163bf7ae4ddcecbe31929d36c0985d38b687103440dbc	1	temp_run/generated/SWE-bench_Verified.jsonl	829	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	2	0	5	4	2784	1	success	2
sympy__sympy-17630	issue	1	eced71590537aff16f17feca18e94172d0c5983c7aa536c34984c030846c7baa	1	temp_run/generated/SWE-bench_Verified.jsonl	1072	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	1	0	6	2	2251	0	success	1
sympy__sympy-17655	issue	1	83dff39ab6e8d3a5d2c57c6f30c7622274a7685ae32861283095569990b6f651	1	temp_run/generated/SWE-bench_Verified.jsonl	489	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	1698	0	success	1
sympy__sympy-18189	issue	1	1d2ef8177fb3a37688ff79160611be5a353c4cc15674d978354b88b6cf22eac0	1	temp_run/generated/SWE-bench_Verified.jsonl	315	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1814	0	success	1
sympy__sympy-18199	issue	1	32eebd66913a18a6ef5bc08e83590ccedd5036c8f9c68f50710c555bc57adb6e	1	temp_run/generated/SWE-bench_Verified.jsonl	100	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1524	1	success	1
sympy__sympy-18211	issue	1	c34b5a45cfcb512b0660a7093a99b8f9bdeed9a4c349d89d9407859799359d36	1	temp_run/generated/SWE-bench_Verified.jsonl	195	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	2	0	4	3	2199	1	success	1
sympy__sympy-18698	issue	1	7b7bc10d8bc7b8bfbe4e0dfcbdbd46ee73e4133e11854c8c6758ed5fb9b1ccd5	1	temp_run/generated/SWE-bench_Verified.jsonl	218	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	2	0	6	3	1809	0	success	1
sympy__sympy-18763	issue	1	905317952024c5b4fc9f5da1681d8e8a33efe198e4721635668b3882ce2a4e6b	1	temp_run/generated/SWE-bench_Verified.jsonl	208	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	5	1	6	4	2075	0	success	1
sympy__sympy-19040	issue	1	09aa6502c05de97b0e3ad34d50e24705dd2419f533a1896083d1088ab67236cf	1	temp_run/generated/SWE-bench_Verified.jsonl	385	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	3	2	7	4	2693	0	success	1
sympy__sympy-19346	issue	1	d27eb06c5da7bd12e8ebca110af0b856366bc297625c5550ce175b765e9ffb60	1	temp_run/generated/SWE-bench_Verified.jsonl	148	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	1	0	3	2	1146	1	success	1
sympy__sympy-19495	issue	1	d81aea1b7fef1dd2e60dbcefafd862dde9db56b9f26811419e6d7d2ce021c222	1	temp_run/generated/SWE-bench_Verified.jsonl	604	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	0	3	3	2447	0	success	1
sympy__sympy-19637	issue	1	2681b5fb83974cfbc8f818d4831f5eb0fe537f64119a62dd89a22ce7388ebb50	1	temp_run/generated/SWE-bench_Verified.jsonl	64	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1260	0	success	1
sympy__sympy-19783	issue	1	c5f9e1a98924128441dac8f486f7078a8037cb077158066c21482cf24ca30177	1	temp_run/generated/SWE-bench_Verified.jsonl	101	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	2	3	3	3	2065	0	success	2
sympy__sympy-19954	issue	1	dce038761a992962e416e2b5963a9f5f212618c575755f9f6d036a878e4229e6	1	temp_run/generated/SWE-bench_Verified.jsonl	307	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	2128	0	success	1
sympy__sympy-20154	issue	1	8314150b41d763a213bddeb0dc7623f8f3b7ebd1875c1160a47a0f5b2f1ae9d5	1	temp_run/generated/SWE-bench_Verified.jsonl	117	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	1	1	0	1	1	1514	0	success	1
sympy__sympy-20428	issue	1	abc1b9799feec3a93104256803f128147c0704d80a329471a6a318b536b6348c	1	temp_run/generated/SWE-bench_Verified.jsonl	1212	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	9	5	0	9	4	3233	0	success	1
sympy__sympy-20438	issue	1	bafa4a9c75c6945d1237be3cf4be4f832f7fb3f0b47350085af99d93d1531a51	1	temp_run/generated/SWE-bench_Verified.jsonl	421	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	1	1	4	2	1994	1	success	1
sympy__sympy-20590	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	187	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	877	0	failed	0
sympy__sympy-20801	issue	1	2608ded5b83fc4fbd292a4ee6cdea6aca5fdb5d6e0863bcac709fee2fe8ae5ae	1	temp_run/generated/SWE-bench_Verified.jsonl	165	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	4	3	1	4	4	2090	1	success	1
sympy__sympy-20916	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	77	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	6	3	0	6	4	2040	1	failed	0
sympy__sympy-21379	issue	1	787ad9f6540fcd750321a5c9fcfa3a4af1e83fb15369bee453e7512937960d30	1	temp_run/generated/SWE-bench_Verified.jsonl	465	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	7	6	1	7	4	2592	1	success	1
sympy__sympy-21596	issue	1	e9effab2a12d64afffcf92a611e30e9495cc5d0e7b6e914c1eeb4eb604b6685c	1	temp_run/generated/SWE-bench_Verified.jsonl	258	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	2	2	5	3	2220	0	success	1
sympy__sympy-21612	issue	1	38e49fab2b0446db88d1fe861c41d5b672562d67bae51183fe434406e57276f0	1	temp_run/generated/SWE-bench_Verified.jsonl	249	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	3	3	1	3	3	2158	0	success	1
sympy__sympy-21847	issue	1	52b4931f5de7a81cece050684db22e1c3aa017702b34a86ec33167b9adfe2e78	1	temp_run/generated/SWE-bench_Verified.jsonl	299	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	0	2	2	2107	0	success	1
sympy__sympy-21930	issue	1	c1ddf77d1a66c25d13a56b9afaad74fc6d383ed7e2911e08c34377cddd57b3e7	1	temp_run/generated/SWE-bench_Verified.jsonl	188	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	2	1	2	2	1950	1	success	1
sympy__sympy-22080	issue	1	9368316a61e89af338693459e6a5ca945b8a65c18518880c86727a43aede1707	1	temp_run/generated/SWE-bench_Verified.jsonl	203	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	5	3	0	5	4	2171	0	success	1
sympy__sympy-22456	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	77	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	767	0	failed	0
sympy__sympy-22714	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	471	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	2	1	1	2	2	2207	1	failed	0
sympy__sympy-22914	issue	0		1	temp_run/generated/SWE-bench_Verified.jsonl	169	compact	rank_stratified_v3_allfiles	0	1	"{""enable_thinking"": false}"	0	0	0	0	0	860	0	failed	0
