instance_id	source	token_budget	candidate_entities	selected_entities	rendered_context_tokens	budget_fill	mean_selected_source_tokens	truncated_entities
scikit-learn__scikit-learn-13439	MURAL	2000	50	8	1860	0.93	235.375	3
scikit-learn__scikit-learn-13496	MURAL	2000	50	7	1881	0.9405	235.85714285714286	4
scikit-learn__scikit-learn-13779	MURAL	2000	50	10	1784	0.892	291.7	3
scikit-learn__scikit-learn-14053	MURAL	2000	50	5	1855	0.9275	737.0	4
scikit-learn__scikit-learn-14087	MURAL	2000	50	6	1974	0.987	1697.8333333333333	5
scikit-learn__scikit-learn-14141	MURAL	2000	50	13	1974	0.987	90.23076923076923	1
scikit-learn__scikit-learn-14496	MURAL	2000	50	5	1986	0.993	903.0	5
scikit-learn__scikit-learn-14629	MURAL	2000	50	5	1869	0.9345	645.4	2
scikit-learn__scikit-learn-14710	MURAL	2000	50	9	1971	0.9855	122.77777777777777	0
scikit-learn__scikit-learn-14894	MURAL	2000	50	6	1937	0.9685	646.6666666666666	5
scikit-learn__scikit-learn-14983	MURAL	2000	50	9	1951	0.9755	220.0	3
scikit-learn__scikit-learn-15100	MURAL	2000	50	8	1783	0.8915	165.0	2
scikit-learn__scikit-learn-25102	MURAL	2000	50	8	1910	0.955	212.125	2
scikit-learn__scikit-learn-25232	MURAL	2000	50	5	1767	0.8835	638.2	4
scikit-learn__scikit-learn-25747	MURAL	2000	50	7	1891	0.9455	213.57142857142858	1
scikit-learn__scikit-learn-25931	MURAL	2000	50	6	1984	0.992	318.0	2
scikit-learn__scikit-learn-25973	MURAL	2000	50	8	1895	0.9475	223.0	1
scikit-learn__scikit-learn-26194	MURAL	2000	50	5	1801	0.9005	1242.2	5
scikit-learn__scikit-learn-26323	MURAL	2000	50	8	1877	0.9385	172.75	1
scikit-learn__scikit-learn-9288	MURAL	2000	50	6	1744	0.872	558.0	4
sphinx-doc__sphinx-10323	MURAL	2000	50	9	1828	0.914	179.77777777777777	2
sphinx-doc__sphinx-10435	MURAL	2000	50	6	1787	0.8935	156.16666666666666	1
sphinx-doc__sphinx-10449	MURAL	2000	50	15	1924	0.962	75.46666666666667	1
sphinx-doc__sphinx-10466	MURAL	2000	50	14	1879	0.9395	78.64285714285714	1
sphinx-doc__sphinx-10614	MURAL	2000	50	7	1972	0.986	305.85714285714283	3
sphinx-doc__sphinx-10673	MURAL	2000	50	4	1709	0.8545	921.75	3
sphinx-doc__sphinx-11445	MURAL	2000	50	10	1914	0.957	92.3	0
sphinx-doc__sphinx-11510	MURAL	2000	50	8	1920	0.96	245.0	3
sphinx-doc__sphinx-7440	MURAL	2000	50	8	1968	0.984	230.125	2
sphinx-doc__sphinx-7454	MURAL	2000	50	6	1833	0.9165	319.0	3
sphinx-doc__sphinx-7462	MURAL	2000	50	7	1763	0.8815	261.42857142857144	2
sphinx-doc__sphinx-7590	MURAL	2000	50	9	1994	0.997	283.55555555555554	2
sphinx-doc__sphinx-7748	MURAL	2000	50	9	1968	0.984	159.22222222222223	1
sphinx-doc__sphinx-7757	MURAL	2000	50	6	1962	0.981	237.5	2
sphinx-doc__sphinx-7889	MURAL	2000	50	12	1943	0.9715	84.91666666666667	1
sphinx-doc__sphinx-7910	MURAL	2000	50	6	1623	0.8115	361.5	4
sphinx-doc__sphinx-7985	MURAL	2000	50	7	1939	0.9695	263.85714285714283	4
sphinx-doc__sphinx-8035	MURAL	2000	50	7	1962	0.981	417.85714285714283	4
sphinx-doc__sphinx-8056	MURAL	2000	50	7	1765	0.8825	313.2857142857143	4
sphinx-doc__sphinx-8120	MURAL	2000	50	9	1953	0.9765	211.88888888888889	4
sphinx-doc__sphinx-8265	MURAL	2000	50	9	1887	0.9435	158.11111111111111	1
sphinx-doc__sphinx-8269	MURAL	2000	50	9	1854	0.927	250.88888888888889	2
sphinx-doc__sphinx-8459	MURAL	2000	50	7	1851	0.9255	180.28571428571428	1
sphinx-doc__sphinx-8475	MURAL	2000	50	9	1270	0.635	72.0	0
sphinx-doc__sphinx-8548	MURAL	2000	50	9	1998	0.999	292.3333333333333	4
sphinx-doc__sphinx-8551	MURAL	2000	50	6	1913	0.9565	166.16666666666666	1
sphinx-doc__sphinx-8593	MURAL	2000	50	9	1983	0.9915	349.55555555555554	4
sphinx-doc__sphinx-8595	MURAL	2000	50	7	1843	0.9215	450.42857142857144	4
sphinx-doc__sphinx-8621	MURAL	2000	50	9	1840	0.92	162.22222222222223	1
sphinx-doc__sphinx-8638	MURAL	2000	50	6	1833	0.9165	644.6666666666666	5
sphinx-doc__sphinx-8721	MURAL	2000	50	7	1812	0.906	314.2857142857143	2
sphinx-doc__sphinx-9229	MURAL	2000	50	8	1733	0.8665	343.0	3
sphinx-doc__sphinx-9230	MURAL	2000	50	10	1942	0.971	170.7	2
sphinx-doc__sphinx-9258	MURAL	2000	50	5	1954	0.977	184.4	1
sphinx-doc__sphinx-9281	MURAL	2000	50	6	1914	0.957	238.5	3
sphinx-doc__sphinx-9320	MURAL	2000	50	5	1875	0.9375	837.8	4
sphinx-doc__sphinx-9367	MURAL	2000	50	8	1738	0.869	283.25	3
sphinx-doc__sphinx-9461	MURAL	2000	50	8	1903	0.9515	278.625	3
sphinx-doc__sphinx-9591	MURAL	2000	50	6	1978	0.989	255.16666666666666	1
sphinx-doc__sphinx-9602	MURAL	2000	50	6	1717	0.8585	421.6666666666667	3
sphinx-doc__sphinx-9658	MURAL	2000	50	7	1828	0.914	527.0	6
sphinx-doc__sphinx-9673	MURAL	2000	50	6	1855	0.9275	266.8333333333333	1
sphinx-doc__sphinx-9698	MURAL	2000	50	5	1757	0.8785	346.6	3
sphinx-doc__sphinx-9711	MURAL	2000	50	7	1946	0.973	187.14285714285714	2
sympy__sympy-11618	MURAL	2000	50	7	1930	0.965	469.2857142857143	2
sympy__sympy-12096	MURAL	2000	50	7	1931	0.9655	288.0	2
sympy__sympy-12419	MURAL	2000	50	9	1893	0.9465	111.55555555555556	1
sympy__sympy-12481	MURAL	2000	50	7	1745	0.8725	232.57142857142858	2
sympy__sympy-12489	MURAL	2000	50	6	1911	0.9555	653.3333333333334	4
sympy__sympy-13031	MURAL	2000	50	7	1712	0.856	179.28571428571428	0
sympy__sympy-13091	MURAL	2000	50	10	1926	0.963	122.3	0
sympy__sympy-13372	MURAL	2000	50	6	1998	0.999	577.1666666666666	5
sympy__sympy-13480	MURAL	2000	50	4	1698	0.849	1067.0	3
sympy__sympy-13551	MURAL	2000	50	8	1883	0.9415	327.125	4
sympy__sympy-13615	MURAL	2000	50	10	1978	0.989	153.7	2
sympy__sympy-13647	MURAL	2000	50	8	1932	0.966	171.75	0
sympy__sympy-13757	MURAL	2000	50	8	1882	0.941	247.0	4
sympy__sympy-13798	MURAL	2000	50	5	1926	0.963	1141.4	3
sympy__sympy-13852	MURAL	2000	50	8	1924	0.962	338.375	3
sympy__sympy-13877	MURAL	2000	50	7	1871	0.9355	284.7142857142857	3
sympy__sympy-13878	MURAL	2000	50	17	1958	0.979	61.94117647058823	1
sympy__sympy-13974	MURAL	2000	50	10	1884	0.942	158.1	1
sympy__sympy-14248	MURAL	2000	50	14	1979	0.9895	136.35714285714286	2
sympy__sympy-14531	MURAL	2000	50	13	1958	0.979	98.92307692307692	1
sympy__sympy-14711	MURAL	2000	50	11	1984	0.992	437.1818181818182	6
sympy__sympy-14976	MURAL	2000	50	7	1888	0.944	577.8571428571429	2
sympy__sympy-15017	MURAL	2000	50	11	1931	0.9655	119.36363636363636	1
sympy__sympy-15345	MURAL	2000	50	11	1978	0.989	214.0	1
sympy__sympy-15349	MURAL	2000	50	7	1666	0.833	527.7142857142857	4
sympy__sympy-15599	MURAL	2000	50	9	1830	0.915	209.33333333333334	1
sympy__sympy-15809	MURAL	2000	50	7	1966	0.983	281.2857142857143	1
sympy__sympy-15875	MURAL	2000	50	9	1902	0.951	153.77777777777777	1
sympy__sympy-15976	MURAL	2000	50	10	1877	0.9385	148.3	2
sympy__sympy-16450	MURAL	2000	50	3	1598	0.799	303.0	0
sympy__sympy-16597	MURAL	2000	50	7	1942	0.971	179.71428571428572	2
sympy__sympy-16766	MURAL	2000	50	13	1885	0.9425	64.92307692307692	0
sympy__sympy-16792	MURAL	2000	50	6	2000	1.0	633.8333333333334	5
sympy__sympy-16886	MURAL	2000	50	8	1781	0.8905	137.625	1
sympy__sympy-17139	MURAL	2000	50	5	1883	0.9415	892.2	5
sympy__sympy-17318	MURAL	2000	50	6	1941	0.9705	568.5	5
sympy__sympy-17630	MURAL	2000	50	14	1978	0.989	94.14285714285714	1
sympy__sympy-17655	MURAL	2000	50	7	1741	0.8705	285.0	3
sympy__sympy-18189	MURAL	2000	50	4	1683	0.8415	1328.75	4
sympy__sympy-18199	MURAL	2000	50	5	1732	0.866	546.0	4
sympy__sympy-18211	MURAL	2000	50	8	1868	0.934	497.125	3
sympy__sympy-18698	MURAL	2000	50	8	1963	0.9815	344.0	6
sympy__sympy-18763	MURAL	2000	50	9	1953	0.9765	662.1111111111111	5
sympy__sympy-19040	MURAL	2000	50	5	1866	0.933	1044.0	4
sympy__sympy-19346	MURAL	2000	50	4	563	0.2815	42.5	0
sympy__sympy-19495	MURAL	2000	50	6	1694	0.847	280.6666666666667	2
sympy__sympy-19637	MURAL	2000	50	8	1951	0.9755	552.25	2
sympy__sympy-19783	MURAL	2000	50	18	1919	0.9595	40.611111111111114	0
sympy__sympy-19954	MURAL	2000	50	5	1781	0.8905	1061.2	4
sympy__sympy-20154	MURAL	2000	50	5	1882	0.941	1015.8	5
sympy__sympy-20428	MURAL	2000	50	12	1860	0.93	83.41666666666667	0
sympy__sympy-20438	MURAL	2000	50	6	1829	0.9145	1341.1666666666667	4
sympy__sympy-20590	MURAL	2000	50	8	1375	0.6875	112.125	1
sympy__sympy-20801	MURAL	2000	50	4	1724	0.862	1049.75	3
sympy__sympy-20916	MURAL	2000	50	14	1932	0.966	73.64285714285714	2
sympy__sympy-21379	MURAL	2000	50	5	1690	0.845	1450.0	3
sympy__sympy-21596	MURAL	2000	50	11	1873	0.9365	86.81818181818181	0
sympy__sympy-21612	MURAL	2000	50	7	1851	0.9255	244.71428571428572	2
sympy__sympy-21847	MURAL	2000	50	6	1920	0.96	391.5	1
sympy__sympy-21930	MURAL	2000	50	10	1756	0.878	442.9	2
sympy__sympy-22080	MURAL	2000	50	5	1991	0.9955	1878.0	4
sympy__sympy-22456	MURAL	2000	50	17	1798	0.899	48.8235294117647	1
sympy__sympy-22714	MURAL	2000	50	7	1956	0.978	780.1428571428571	3
sympy__sympy-22914	MURAL	2000	50	12	1960	0.98	89.0	0
sympy__sympy-23262	MURAL	2000	50	7	1187	0.5935	131.14285714285714	2
sympy__sympy-23413	MURAL	2000	50	5	1854	0.927	763.8	4
sympy__sympy-23534	MURAL	2000	50	14	1862	0.931	236.85714285714286	3
sympy__sympy-23824	MURAL	2000	50	6	1905	0.9525	945.0	4
sympy__sympy-23950	MURAL	2000	50	11	1809	0.9045	98.36363636363636	0
sympy__sympy-24066	MURAL	2000	50	8	1806	0.903	177.0	1
sympy__sympy-24213	MURAL	2000	50	9	1871	0.9355	167.77777777777777	1
sympy__sympy-24443	MURAL	2000	50	5	1977	0.9885	1102.2	5
sympy__sympy-24539	MURAL	2000	50	8	1943	0.9715	210.25	1
sympy__sympy-24562	MURAL	2000	50	5	1928	0.964	1118.2	4
sympy__sympy-24661	MURAL	2000	50	6	1884	0.942	574.8333333333334	2
astropy__astropy-12907	MURAL	4000	50	18	3745	0.93625	229.72222222222223	8
astropy__astropy-13033	MURAL	4000	50	20	3744	0.936	259.35	5
astropy__astropy-13236	MURAL	4000	50	12	3807	0.95175	555.6666666666666	8
astropy__astropy-13398	MURAL	4000	50	14	3842	0.9605	414.42857142857144	7
astropy__astropy-13453	MURAL	4000	50	6	2860	0.715	274.8333333333333	1
astropy__astropy-13579	MURAL	4000	50	22	3929	0.98225	221.3181818181818	4
astropy__astropy-13977	MURAL	4000	50	18	3957	0.98925	329.72222222222223	7
astropy__astropy-14096	MURAL	4000	50	12	3712	0.928	698.25	10
astropy__astropy-14182	MURAL	4000	50	13	3806	0.9515	233.15384615384616	4
astropy__astropy-14309	MURAL	4000	50	14	3564	0.891	270.07142857142856	3
astropy__astropy-14365	MURAL	4000	50	15	3843	0.96075	510.46666666666664	9
astropy__astropy-14369	MURAL	4000	50	17	3942	0.9855	273.94117647058823	4
astropy__astropy-14508	MURAL	4000	50	14	3832	0.958	302.0	5
astropy__astropy-14539	MURAL	4000	50	14	3770	0.9425	359.85714285714283	8
astropy__astropy-14598	MURAL	4000	50	13	3985	0.99625	462.38461538461536	9
astropy__astropy-14995	MURAL	4000	50	12	3992	0.998	547.9166666666666	8
astropy__astropy-7166	MURAL	4000	50	20	3979	0.99475	233.85	4
astropy__astropy-7336	MURAL	4000	50	22	3940	0.985	205.5	7
astropy__astropy-7606	MURAL	4000	50	26	3786	0.9465	100.6923076923077	3
astropy__astropy-7671	MURAL	4000	50	18	3925	0.98125	263.27777777777777	8
astropy__astropy-8707	MURAL	4000	50	14	3842	0.9605	425.64285714285717	10
astropy__astropy-8872	MURAL	4000	50	23	3848	0.962	188.7826086956522	5
django__django-10097	MURAL	4000	50	25	3735	0.93375	64.28	1
django__django-10554	MURAL	4000	50	18	3986	0.9965	233.88888888888889	3
django__django-10880	MURAL	4000	50	16	3989	0.99725	444.6875	7
django__django-10914	MURAL	4000	50	32	3874	0.9685	70.46875	4
django__django-10973	MURAL	4000	50	22	3976	0.994	252.8181818181818	6
django__django-10999	MURAL	4000	50	18	3842	0.9605	114.11111111111111	0
django__django-11066	MURAL	4000	50	19	3396	0.849	143.1578947368421	4
django__django-11087	MURAL	4000	50	18	3982	0.9955	180.88888888888889	7
django__django-11095	MURAL	4000	50	21	3913	0.97825	185.33333333333334	4
django__django-11099	MURAL	4000	50	26	3721	0.93025	63.15384615384615	1
django__django-11119	MURAL	4000	50	23	3972	0.993	108.56521739130434	2
django__django-11133	MURAL	4000	50	33	3959	0.98975	73.3030303030303	3
django__django-11138	MURAL	4000	50	18	3902	0.9755	171.38888888888889	3
django__django-11141	MURAL	4000	50	19	3824	0.956	238.8421052631579	8
django__django-11149	MURAL	4000	50	19	3971	0.99275	345.42105263157896	5
django__django-11163	MURAL	4000	50	17	3752	0.938	298.88235294117646	9
django__django-11179	MURAL	4000	50	15	3906	0.9765	391.8666666666667	7
django__django-11206	MURAL	4000	50	17	3655	0.91375	166.11764705882354	2
django__django-11211	MURAL	4000	50	17	3932	0.983	407.47058823529414	7
django__django-11239	MURAL	4000	50	28	3954	0.9885	90.82142857142857	3
django__django-11265	MURAL	4000	50	18	3966	0.9915	307.3888888888889	5
django__django-11276	MURAL	4000	50	29	3976	0.994	105.37931034482759	2
django__django-11292	MURAL	4000	50	28	3915	0.97875	113.17857142857143	4
django__django-11299	MURAL	4000	50	34	3730	0.9325	39.76470588235294	1
django__django-11333	MURAL	4000	50	21	3893	0.97325	160.85714285714286	4
django__django-11400	MURAL	4000	50	25	3814	0.9535	95.76	1
django__django-11433	MURAL	4000	50	25	3971	0.99275	92.72	4
django__django-11451	MURAL	4000	50	25	3866	0.9665	107.92	2
django__django-11477	MURAL	4000	50	22	3931	0.98275	160.95454545454547	1
django__django-11490	MURAL	4000	50	20	3808	0.952	215.55	4
django__django-11532	MURAL	4000	50	22	3873	0.96825	136.27272727272728	5
django__django-11551	MURAL	4000	50	19	3966	0.9915	154.1578947368421	2
django__django-11555	MURAL	4000	50	32	3956	0.989	63.28125	1
django__django-11603	MURAL	4000	50	40	3941	0.98525	31.15	0
django__django-11728	MURAL	4000	50	18	3929	0.98225	293.8888888888889	5
django__django-11734	MURAL	4000	50	24	3908	0.977	196.125	6
django__django-11740	MURAL	4000	50	14	3826	0.9565	369.7142857142857	6
django__django-11749	MURAL	4000	50	20	3976	0.994	200.55	6
django__django-11790	MURAL	4000	50	29	3919	0.97975	69.37931034482759	1
django__django-11815	MURAL	4000	50	19	3980	0.995	106.84210526315789	1
django__django-11820	MURAL	4000	50	14	3988	0.997	559.5	8
django__django-11848	MURAL	4000	50	22	3845	0.96125	146.45454545454547	5
django__django-11880	MURAL	4000	50	24	4000	1.0	133.58333333333334	5
django__django-11885	MURAL	4000	50	20	3734	0.9335	146.3	3
django__django-11951	MURAL	4000	50	19	3910	0.9775	188.8421052631579	4
django__django-11964	MURAL	4000	50	18	3828	0.957	154.16666666666666	3
django__django-11999	MURAL	4000	50	30	3813	0.95325	58.1	0
django__django-12039	MURAL	4000	50	22	3768	0.942	102.0	1
django__django-12050	MURAL	4000	50	16	3716	0.929	226.3125	3
django__django-12125	MURAL	4000	50	21	3757	0.93925	180.95238095238096	4
django__django-12143	MURAL	4000	50	19	3837	0.95925	268.89473684210526	6
django__django-12155	MURAL	4000	50	19	3954	0.9885	179.89473684210526	3
django__django-12193	MURAL	4000	50	24	3993	0.99825	98.25	1
django__django-12209	MURAL	4000	50	19	3999	0.99975	182.68421052631578	5
django__django-12262	MURAL	4000	50	16	3768	0.942	200.75	3
django__django-12273	MURAL	4000	50	24	3863	0.96575	102.79166666666667	2
django__django-12276	MURAL	4000	50	27	3920	0.98	86.03703703703704	1
django__django-12304	MURAL	4000	50	35	3493	0.87325	30.714285714285715	0
django__django-12308	MURAL	4000	50	16	3862	0.9655	370.75	9
django__django-12325	MURAL	4000	50	16	3790	0.9475	315.6875	7
django__django-12406	MURAL	4000	50	32	3879	0.96975	58.09375	2
django__django-12419	MURAL	4000	50	34	3941	0.98525	32.26470588235294	0
django__django-12663	MURAL	4000	50	25	3950	0.9875	157.8	3
django__django-12708	MURAL	4000	50	20	3848	0.962	168.5	3
django__django-12713	MURAL	4000	50	27	3834	0.9585	83.0	1
django__django-12741	MURAL	4000	50	20	3984	0.996	128.7	1
django__django-12754	MURAL	4000	50	18	3655	0.91375	339.1666666666667	7
django__django-12774	MURAL	4000	50	16	3953	0.98825	260.6875	6
django__django-12858	MURAL	4000	50	17	3910	0.9775	302.05882352941177	9
django__django-12965	MURAL	4000	50	24	3929	0.98225	170.79166666666666	4
django__django-13012	MURAL	4000	50	29	3914	0.9785	83.86206896551724	2
django__django-13023	MURAL	4000	50	26	3994	0.9985	95.76923076923077	1
django__django-13028	MURAL	4000	50	19	3881	0.97025	284.57894736842104	7
django__django-13033	MURAL	4000	50	17	3930	0.9825	323.5882352941176	9
django__django-13089	MURAL	4000	50	20	3859	0.96475	141.45	2
django__django-13109	MURAL	4000	50	19	3797	0.94925	253.52631578947367	7
django__django-13112	MURAL	4000	50	6	3506	0.8765	384.3333333333333	4
django__django-13121	MURAL	4000	50	21	4000	1.0	140.33333333333334	2
django__django-13128	MURAL	4000	50	26	3874	0.9685	90.07692307692308	1
django__django-13158	MURAL	4000	50	23	3994	0.9985	124.43478260869566	2
django__django-13195	MURAL	4000	50	29	3793	0.94825	79.72413793103448	2
django__django-13212	MURAL	4000	50	30	3952	0.988	82.23333333333333	3
django__django-13279	MURAL	4000	50	29	3961	0.99025	86.62068965517241	1
django__django-13297	MURAL	4000	50	23	3885	0.97125	117.47826086956522	2
django__django-13315	MURAL	4000	50	18	3907	0.97675	165.0	2
django__django-13343	MURAL	4000	50	26	3831	0.95775	110.42307692307692	2
django__django-13344	MURAL	4000	50	23	3942	0.9855	153.47826086956522	3
django__django-13346	MURAL	4000	50	23	3942	0.9855	117.56521739130434	2
django__django-13363	MURAL	4000	50	24	3901	0.97525	109.20833333333333	3
django__django-13401	MURAL	4000	50	18	3937	0.98425	229.05555555555554	6
django__django-13406	MURAL	4000	50	22	3919	0.97975	141.5909090909091	4
django__django-13410	MURAL	4000	50	29	3810	0.9525	72.17241379310344	1
django__django-13417	MURAL	4000	50	20	3959	0.98975	157.85	3
django__django-13449	MURAL	4000	50	15	3971	0.99275	146.4	2
django__django-13512	MURAL	4000	50	21	3963	0.99075	135.23809523809524	2
django__django-13513	MURAL	4000	50	22	3997	0.99925	181.95454545454547	5
django__django-13516	MURAL	4000	50	15	3868	0.967	510.2	8
django__django-13551	MURAL	4000	50	29	3976	0.994	68.75862068965517	1
django__django-13568	MURAL	4000	50	22	3910	0.9775	134.77272727272728	3
django__django-13569	MURAL	4000	50	17	3950	0.9875	295.88235294117646	5
django__django-13590	MURAL	4000	50	19	3961	0.99025	316.94736842105266	7
django__django-13658	MURAL	4000	50	20	3739	0.93475	216.75	5
django__django-13670	MURAL	4000	50	34	3811	0.95275	49.205882352941174	0
django__django-13741	MURAL	4000	50	33	3962	0.9905	40.96969696969697	0
django__django-13786	MURAL	4000	50	31	3985	0.99625	119.25806451612904	3
django__django-13794	MURAL	4000	50	27	3995	0.99875	106.66666666666667	3
django__django-13807	MURAL	4000	50	22	3908	0.977	160.5909090909091	6
django__django-13809	MURAL	4000	50	28	3951	0.98775	104.64285714285714	4
django__django-13810	MURAL	4000	50	24	3990	0.9975	159.95833333333334	2
django__django-13820	MURAL	4000	50	17	3909	0.97725	296.52941176470586	7
django__django-13821	MURAL	4000	50	27	3944	0.986	79.62962962962963	1
django__django-13837	MURAL	4000	50	23	3924	0.981	143.0	4
django__django-13925	MURAL	4000	50	22	3855	0.96375	180.77272727272728	4
django__django-13933	MURAL	4000	50	26	3880	0.97	73.11538461538461	1
django__django-13964	MURAL	4000	50	18	3775	0.94375	268.72222222222223	6
django__django-14007	MURAL	4000	50	21	3980	0.995	188.52380952380952	7
django__django-14011	MURAL	4000	50	27	3978	0.9945	98.29629629629629	1
django__django-14017	MURAL	4000	50	27	3843	0.96075	101.29629629629629	2
django__django-14034	MURAL	4000	50	23	3951	0.98775	95.47826086956522	0
django__django-14053	MURAL	4000	50	25	3871	0.96775	120.24	4
django__django-14089	MURAL	4000	50	20	3911	0.97775	198.1	5
django__django-14122	MURAL	4000	50	15	3971	0.99275	363.6666666666667	9
django__django-14140	MURAL	4000	50	28	3724	0.931	105.60714285714286	1
django__django-14155	MURAL	4000	50	29	3882	0.9705	62.51724137931034	0
django__django-14170	MURAL	4000	50	21	3953	0.98825	289.3809523809524	5
django__django-14238	MURAL	4000	50	23	3971	0.99275	134.2173913043478	5
django__django-14311	MURAL	4000	50	25	3814	0.9535	128.48	5
django__django-14315	MURAL	4000	50	26	3803	0.95075	100.53846153846153	4
django__django-14349	MURAL	4000	50	26	3937	0.98425	91.53846153846153	1
django__django-14351	MURAL	4000	50	18	3861	0.96525	354.22222222222223	6
django__django-14373	MURAL	4000	50	36	3973	0.99325	51.5	0
django__django-14376	MURAL	4000	50	24	3872	0.968	124.79166666666667	4
django__django-14404	MURAL	4000	50	31	3952	0.988	89.09677419354838	5
django__django-14434	MURAL	4000	50	31	3889	0.97225	62.83870967741935	2
django__django-14493	MURAL	4000	50	27	3802	0.9505	121.22222222222223	4
django__django-14500	MURAL	4000	50	19	3868	0.967	227.1578947368421	5
django__django-14534	MURAL	4000	50	29	3900	0.975	76.82758620689656	2
django__django-14539	MURAL	4000	50	24	3961	0.99025	157.95833333333334	4
django__django-14559	MURAL	4000	50	17	3773	0.94325	209.7058823529412	4
django__django-14580	MURAL	4000	50	11	3971	0.99275	177.63636363636363	2
django__django-14608	MURAL	4000	50	20	3890	0.9725	221.65	7
django__django-14631	MURAL	4000	50	22	3949	0.98725	136.54545454545453	3
django__django-14672	MURAL	4000	50	23	3880	0.97	325.5652173913044	5
django__django-14725	MURAL	4000	50	33	3913	0.97825	59.18181818181818	1
django__django-14752	MURAL	4000	50	23	3864	0.966	195.8695652173913	4
django__django-14765	MURAL	4000	50	19	3748	0.937	186.3684210526316	5
django__django-14771	MURAL	4000	50	28	3923	0.98075	81.96428571428571	2
django__django-14787	MURAL	4000	50	33	3975	0.99375	88.15151515151516	6
django__django-14792	MURAL	4000	50	29	3983	0.99575	79.82758620689656	2
django__django-14855	MURAL	4000	50	22	3829	0.95725	144.5909090909091	4
django__django-14915	MURAL	4000	50	25	3767	0.94175	81.48	1
django__django-14999	MURAL	4000	50	27	3890	0.9725	122.18518518518519	2
django__django-15022	MURAL	4000	50	14	3843	0.96075	435.92857142857144	6
django__django-15037	MURAL	4000	50	32	3925	0.98125	62.40625	1
django__django-15098	MURAL	4000	50	16	3988	0.997	174.5625	2
django__django-15103	MURAL	4000	50	23	3804	0.951	186.47826086956522	6
django__django-15104	MURAL	4000	50	15	3903	0.97575	400.6	8
django__django-15127	MURAL	4000	50	28	3962	0.9905	93.46428571428571	2
django__django-15128	MURAL	4000	50	15	3846	0.9615	371.0	7
django__django-15161	MURAL	4000	50	22	3955	0.98875	163.54545454545453	4
django__django-15252	MURAL	4000	50	25	3848	0.962	133.04	3
django__django-15268	MURAL	4000	50	28	3902	0.9755	74.39285714285714	1
django__django-15277	MURAL	4000	50	23	3711	0.92775	88.26086956521739	0
django__django-15278	MURAL	4000	50	25	3975	0.99375	70.84	2
django__django-15280	MURAL	4000	50	20	3865	0.96625	185.75	6
django__django-15315	MURAL	4000	50	29	3921	0.98025	91.82758620689656	3
django__django-15368	MURAL	4000	50	18	3962	0.9905	205.77777777777777	3
django__django-15375	MURAL	4000	50	19	3969	0.99225	204.89473684210526	6
django__django-15380	MURAL	4000	50	16	3817	0.95425	344.75	8
django__django-15382	MURAL	4000	50	26	3908	0.977	141.03846153846155	2
django__django-15467	MURAL	4000	50	25	3987	0.99675	104.6	2
django__django-15499	MURAL	4000	50	30	3970	0.9925	82.46666666666667	1
django__django-15503	MURAL	4000	50	25	3891	0.97275	95.12	2
django__django-15525	MURAL	4000	50	15	3725	0.93125	255.2	4
django__django-15554	MURAL	4000	50	21	3777	0.94425	144.14285714285714	3
django__django-15561	MURAL	4000	50	20	3906	0.9765	370.2	6
django__django-15563	MURAL	4000	50	16	3864	0.966	270.5	6
django__django-15569	MURAL	4000	50	27	3883	0.97075	115.62962962962963	3
django__django-15572	MURAL	4000	50	23	3823	0.95575	148.04347826086956	3
django__django-15629	MURAL	4000	50	25	3717	0.92925	91.24	2
django__django-15695	MURAL	4000	50	24	3996	0.999	109.41666666666667	2
django__django-15731	MURAL	4000	50	25	3796	0.949	137.44	5
django__django-15732	MURAL	4000	50	19	3953	0.98825	173.0	5
django__django-15741	MURAL	4000	50	23	3931	0.98275	111.95652173913044	2
django__django-15814	MURAL	4000	50	19	3975	0.99375	269.6842105263158	7
django__django-15851	MURAL	4000	50	19	3844	0.961	237.1578947368421	5
django__django-15863	MURAL	4000	50	25	3816	0.954	116.64	4
django__django-15916	MURAL	4000	50	15	3977	0.99425	337.2	8
django__django-15930	MURAL	4000	50	22	3985	0.99625	157.22727272727272	4
django__django-15957	MURAL	4000	50	19	3746	0.9365	201.1578947368421	2
django__django-15973	MURAL	4000	50	8	3684	0.921	309.0	4
django__django-15987	MURAL	4000	50	26	3998	0.9995	113.0	4
django__django-16032	MURAL	4000	50	17	3804	0.951	232.47058823529412	5
django__django-16082	MURAL	4000	50	20	3947	0.98675	119.9	2
django__django-16100	MURAL	4000	50	27	3898	0.9745	155.2962962962963	4
django__django-16116	MURAL	4000	50	15	3950	0.9875	370.8	7
django__django-16136	MURAL	4000	50	24	3931	0.98275	139.25	4
django__django-16139	MURAL	4000	50	26	3970	0.9925	76.26923076923077	2
django__django-16145	MURAL	4000	50	23	3898	0.9745	114.17391304347827	2
django__django-16255	MURAL	4000	50	31	3889	0.97225	73.06451612903226	2
django__django-16256	MURAL	4000	50	19	3880	0.97	483.7368421052632	5
django__django-16263	MURAL	4000	50	20	3807	0.95175	214.5	5
django__django-16315	MURAL	4000	50	15	3955	0.98875	300.46666666666664	7
django__django-16333	MURAL	4000	50	17	3842	0.9605	255.58823529411765	7
django__django-16429	MURAL	4000	50	20	3929	0.98225	146.9	3
django__django-16454	MURAL	4000	50	13	3803	0.95075	553.4615384615385	7
django__django-16485	MURAL	4000	50	31	3971	0.99275	84.29032258064517	1
