instance_id	source	token_budget	candidate_entities	selected_entities	rendered_context_tokens	budget_fill	mean_selected_source_tokens	truncated_entities	changed_lines_covered	changed_lines_total	complete_changed_lines	file_hit	entity_recall	mrr	hit
matplotlib__matplotlib-25775	BM25_projection	4000	50	0	0	0.0	0.0	0	0	16	0	0	0.0	0.0	0
matplotlib__matplotlib-25960	BM25_projection	4000	50	13	3696	0.924	387.15384615384613	7	6	6	1	1	1.0	1.0	1
matplotlib__matplotlib-26113	BM25_projection	4000	50	2	3120	0.78	2932.0	2	0	2	0	1	1.0	0.5	1
matplotlib__matplotlib-26208	BM25_projection	4000	50	10	3935	0.98375	331.0	2	0	2	0	1	0.0	0.0	0
matplotlib__matplotlib-26291	BM25_projection	4000	50	20	3998	0.9995	207.5	4	1	1	1	1	1.0	0.16666666666666666	1
matplotlib__matplotlib-26342	BM25_projection	4000	50	22	3935	0.98375	293.95454545454544	8	4	6	0	1	0.6666666666666666	0.2	1
matplotlib__matplotlib-26466	BM25_projection	4000	50	1	2745	0.68625	1975.0	1	0	17	0	0	0.0	0.0	0
mwaskom__seaborn-3069	BM25_projection	4000	50	10	3982	0.9955	527.4	5	0	5	0	1	0.5	0.125	1
mwaskom__seaborn-3187	BM25_projection	4000	50	2	3086	0.7715	1024.5	2	0	2	0	0	0.0	0.0	0
pallets__flask-5014	BM25_projection	4000	50	21	3960	0.99	177.33333333333334	2	1	1	1	1	1.0	1.0	1
psf__requests-1142	BM25_projection	4000	50	21	3823	0.95575	145.1904761904762	2	1	2	0	1	1.0	1.0	1
psf__requests-1724	BM25_projection	4000	50	16	3968	0.992	355.9375	6	0	3	0	1	1.0	0.1111111111111111	1
psf__requests-1766	BM25_projection	4000	50	18	3745	0.93625	242.33333333333334	7	0	4	0	0	0.0	0.0	0
psf__requests-1921	BM25_projection	4000	50	17	3958	0.9895	310.7647058823529	7	0	1	0	1	0.0	0.0	0
psf__requests-2317	BM25_projection	4000	50	18	3967	0.99175	294.22222222222223	4	2	4	0	1	1.0	1.0	1
psf__requests-2931	BM25_projection	4000	50	18	3982	0.9955	364.0	10	3	3	1	1	1.0	0.14285714285714285	1
psf__requests-5414	BM25_projection	4000	50	16	3905	0.97625	346.4375	9	0	2	0	1	1.0	0.16666666666666666	1
psf__requests-6028	BM25_projection	4000	50	15	3812	0.953	349.1333333333333	5	0	1	0	1	0.0	0.0	0
pydata__xarray-2905	BM25_projection	4000	50	22	3963	0.99075	294.27272727272725	5	0	2	0	1	0.0	0.0	0
pydata__xarray-3095	BM25_projection	4000	50	15	3874	0.9685	476.0	9	4	30	0	1	0.1111111111111111	0.2	1
pydata__xarray-3151	BM25_projection	4000	50	10	3682	0.9205	557.6	6	9	9	1	1	1.0	1.0	1
pydata__xarray-3305	BM25_projection	4000	50	12	3825	0.95625	509.8333333333333	8	0	11	0	1	0.5	0.14285714285714285	1
pydata__xarray-3677	BM25_projection	4000	50	15	3721	0.93025	556.5333333333333	8	0	1	0	0	0.0	0.0	0
pydata__xarray-3993	BM25_projection	4000	50	13	3834	0.9585	680.8461538461538	11	22	23	0	1	1.0	1.0	1
pydata__xarray-4075	BM25_projection	4000	50	22	3952	0.988	228.86363636363637	2	2	2	1	1	1.0	0.16666666666666666	1
pydata__xarray-4094	BM25_projection	4000	50	13	3870	0.9675	587.0	9	2	2	1	1	1.0	0.3333333333333333	1
pydata__xarray-4356	BM25_projection	4000	50	15	3855	0.96375	202.4	3	6	6	1	1	1.0	0.3333333333333333	1
pydata__xarray-4629	BM25_projection	4000	50	12	3931	0.98275	1232.3333333333333	11	0	2	0	1	1.0	0.3333333333333333	1
pydata__xarray-4687	BM25_projection	4000	50	16	3989	0.99725	545.5	11	0	5	0	0	0.0	0.0	0
pydata__xarray-4695	BM25_projection	4000	50	13	3707	0.92675	895.1538461538462	11	0	2	0	1	0.0	0.0	0
pydata__xarray-4966	BM25_projection	4000	50	14	3993	0.99825	725.6428571428571	9	0	1	0	0	0.0	0.0	0
pydata__xarray-6461	BM25_projection	4000	50	11	3761	0.94025	921.1818181818181	8	2	3	0	1	1.0	0.25	1
pydata__xarray-6599	BM25_projection	4000	50	18	3837	0.95925	429.8888888888889	5	0	3	0	1	0.0	0.0	0
pydata__xarray-6721	BM25_projection	4000	50	13	3951	0.98775	631.3076923076923	8	0	2	0	0	0.0	0.0	0
pydata__xarray-6744	BM25_projection	4000	50	17	3904	0.976	350.2352941176471	11	10	10	1	1	1.0	0.1	1
pydata__xarray-6938	BM25_projection	4000	50	12	3841	0.96025	1066.8333333333333	12	1	24	0	1	0.1111111111111111	1.0	1
pydata__xarray-6992	BM25_projection	4000	50	15	3968	0.992	377.1333333333333	6	0	56	0	1	0.0	0.0	0
pydata__xarray-7229	BM25_projection	4000	50	9	3900	0.975	819.3333333333334	7	0	8	0	0	0.0	0.0	0
pydata__xarray-7233	BM25_projection	4000	50	16	3914	0.9785	352.625	7	2	2	1	1	1.0	0.5	1
pydata__xarray-7393	BM25_projection	4000	50	12	3968	0.992	866.8333333333334	11	0	3	0	0	0.0	0.0	0
pylint-dev__pylint-4551	BM25_projection	4000	50	3	2583	0.64575	705.3333333333334	2	0	36	0	0	0.0	0.0	0
pylint-dev__pylint-4604	BM25_projection	4000	50	4	3956	0.989	721.5	4	0	3	0	1	0.0	0.0	0
pylint-dev__pylint-4661	BM25_projection	4000	50	3	3857	0.96425	1043.6666666666667	2	0	7	0	0	0.0	0.0	0
pylint-dev__pylint-4970	BM25_projection	4000	50	1	2751	0.68775	2396.0	1	0	1	0	0	0.0	0.0	0
pylint-dev__pylint-6386	BM25_projection	4000	50	3	2154	0.5385	858.0	3	0	9	0	1	0.2	1.0	1
pylint-dev__pylint-6528	BM25_projection	4000	50	7	3561	0.89025	644.1428571428571	4	0	12	0	0	0.0	0.0	0
pylint-dev__pylint-6903	BM25_projection	4000	50	10	3866	0.9665	536.4	7	0	1	0	1	0.0	0.0	0
pylint-dev__pylint-7080	BM25_projection	4000	50	10	4000	1.0	435.8	5	0	1	0	0	0.0	0.0	0
pylint-dev__pylint-7277	BM25_projection	4000	50	3	2925	0.73125	958.6666666666666	1	3	3	1	1	1.0	1.0	1
pylint-dev__pylint-8898	BM25_projection	4000	50	2	2823	0.70575	1014.5	2	0	7	0	0	0.0	0.0	0
pytest-dev__pytest-10051	BM25_projection	4000	50	24	3805	0.95125	114.125	2	2	4	0	1	1.0	0.2	1
pytest-dev__pytest-10081	BM25_projection	4000	50	16	3832	0.958	268.9375	7	0	2	0	0	0.0	0.0	0
pytest-dev__pytest-10356	BM25_projection	4000	50	21	3970	0.9925	168.04761904761904	5	7	9	0	1	1.0	1.0	1
pytest-dev__pytest-5262	BM25_projection	4000	50	30	3999	0.99975	85.9	1	1	1	1	1	1.0	0.25	1
pytest-dev__pytest-5631	BM25_projection	4000	50	18	3993	0.99825	230.22222222222223	7	7	8	0	1	1.0	0.05555555555555555	1
pytest-dev__pytest-5787	BM25_projection	4000	50	27	3984	0.996	124.96296296296296	1	0	93	0	0	0.0	0.0	0
pytest-dev__pytest-5809	BM25_projection	4000	50	16	3849	0.96225	447.75	6	6	6	1	1	1.0	1.0	1
pytest-dev__pytest-5840	BM25_projection	4000	50	23	3773	0.94325	101.56521739130434	0	0	25	0	0	0.0	0.0	0
pytest-dev__pytest-6197	BM25_projection	4000	50	17	3933	0.98325	229.05882352941177	4	1	19	0	1	0.14285714285714285	0.1111111111111111	1
pytest-dev__pytest-6202	BM25_projection	4000	50	20	3869	0.96725	187.7	5	0	3	0	1	0.0	0.0	0
pytest-dev__pytest-7205	BM25_projection	4000	50	18	3961	0.99025	188.5	3	2	3	0	1	1.0	0.09090909090909091	1
pytest-dev__pytest-7236	BM25_projection	4000	50	28	3888	0.972	92.96428571428571	2	2	7	0	1	0.5	0.5	1
pytest-dev__pytest-7324	BM25_projection	4000	50	17	3870	0.9675	285.88235294117646	9	0	5	0	1	0.0	0.0	0
pytest-dev__pytest-7432	BM25_projection	4000	50	25	3888	0.972	138.36	5	1	2	0	1	1.0	0.125	1
pytest-dev__pytest-7490	BM25_projection	4000	50	18	3892	0.973	219.16666666666666	4	0	14	0	1	0.0	0.0	0
pytest-dev__pytest-7521	BM25_projection	4000	50	18	3775	0.94375	213.16666666666666	5	0	1	0	1	0.0	0.0	0
pytest-dev__pytest-7571	BM25_projection	4000	50	22	3871	0.96775	171.63636363636363	4	3	3	1	1	1.0	1.0	1
pytest-dev__pytest-7982	BM25_projection	4000	50	17	3734	0.9335	205.7058823529412	5	0	2	0	1	0.0	0.0	0
pytest-dev__pytest-8399	BM25_projection	4000	50	17	4000	1.0	350.1764705882353	12	0	10	0	1	0.2	0.08333333333333333	1
scikit-learn__scikit-learn-10297	BM25_projection	4000	50	20	3947	0.98675	312.6	7	4	20	0	1	0.6666666666666666	0.14285714285714285	1
scikit-learn__scikit-learn-10844	BM25_projection	4000	50	13	3977	0.99425	665.8461538461538	9	3	4	0	1	1.0	1.0	1
scikit-learn__scikit-learn-10908	BM25_projection	4000	50	18	3817	0.95425	189.33333333333334	5	1	1	1	1	1.0	0.125	1
scikit-learn__scikit-learn-11310	BM25_projection	4000	50	16	3954	0.9885	415.75	5	2	5	0	1	1.0	0.3333333333333333	1
scikit-learn__scikit-learn-11578	BM25_projection	4000	50	10	3655	0.91375	941.4	6	0	2	0	1	1.0	0.14285714285714285	1
scikit-learn__scikit-learn-12585	BM25_projection	4000	50	21	3819	0.95475	228.42857142857142	5	0	2	0	1	1.0	0.16666666666666666	1
scikit-learn__scikit-learn-12682	BM25_projection	4000	50	11	3779	0.94475	1087.090909090909	7	8	53	0	1	0.25	1.0	1
scikit-learn__scikit-learn-12973	BM25_projection	4000	50	12	3723	0.93075	482.6666666666667	3	0	7	0	0	0.0	0.0	0
scikit-learn__scikit-learn-13124	BM25_projection	4000	50	18	3799	0.94975	183.0	3	2	5	0	1	1.0	0.3333333333333333	1
scikit-learn__scikit-learn-13135	BM25_projection	4000	50	13	3821	0.95525	446.53846153846155	7	1	1	1	1	1.0	1.0	1
scikit-learn__scikit-learn-13142	BM25_projection	4000	50	16	3977	0.99425	410.6875	6	0	6	0	0	0.0	0.0	0
scikit-learn__scikit-learn-13328	BM25_projection	4000	50	12	3824	0.956	615.25	9	2	2	1	1	1.0	1.0	1
scikit-learn__scikit-learn-13439	BM25_projection	4000	50	18	3851	0.96275	179.44444444444446	5	0	1	0	1	1.0	1.0	1
scikit-learn__scikit-learn-13496	BM25_projection	4000	50	13	3794	0.9485	979.6923076923077	10	0	4	0	0	0.0	0.0	0
scikit-learn__scikit-learn-13779	BM25_projection	4000	50	21	3634	0.9085	139.9047619047619	4	0	1	0	1	1.0	0.16666666666666666	1
scikit-learn__scikit-learn-14053	BM25_projection	4000	50	13	3749	0.93725	483.84615384615387	8	0	2	0	1	1.0	1.0	1
scikit-learn__scikit-learn-14087	BM25_projection	4000	50	13	3833	0.95825	1117.8461538461538	9	0	5	0	1	1.0	0.5	1
scikit-learn__scikit-learn-14141	BM25_projection	4000	50	27	3949	0.98725	171.25925925925927	3	1	1	1	1	1.0	0.3333333333333333	1
scikit-learn__scikit-learn-14496	BM25_projection	4000	50	12	3867	0.96675	889.1666666666666	9	6	21	0	1	1.0	1.0	1
scikit-learn__scikit-learn-14629	BM25_projection	4000	50	11	3931	0.98275	605.0	5	1	3	0	1	0.5	0.3333333333333333	1
scikit-learn__scikit-learn-14710	BM25_projection	4000	50	17	3875	0.96875	313.11764705882354	3	2	2	1	1	1.0	1.0	1
scikit-learn__scikit-learn-14894	BM25_projection	4000	50	13	3792	0.948	452.9230769230769	7	5	6	0	1	1.0	0.3333333333333333	1
scikit-learn__scikit-learn-14983	BM25_projection	4000	50	19	3920	0.98	143.6315789473684	4	0	2	0	1	0.0	0.0	0
scikit-learn__scikit-learn-15100	BM25_projection	4000	50	17	3867	0.96675	236.94117647058823	4	5	5	1	1	1.0	1.0	1
scikit-learn__scikit-learn-25102	BM25_projection	4000	50	14	3798	0.9495	472.7857142857143	10	0	17	0	0	0.0	0.0	0
scikit-learn__scikit-learn-25232	BM25_projection	4000	50	13	3896	0.974	438.15384615384613	8	2	5	0	1	1.0	0.3333333333333333	1
scikit-learn__scikit-learn-25747	BM25_projection	4000	50	13	3720	0.93	426.7692307692308	8	2	4	0	1	1.0	0.25	1
scikit-learn__scikit-learn-25931	BM25_projection	4000	50	15	3839	0.95975	376.26666666666665	7	0	10	0	0	0.0	0.0	0
scikit-learn__scikit-learn-25973	BM25_projection	4000	50	17	3787	0.94675	222.05882352941177	2	6	11	0	1	1.0	1.0	1
scikit-learn__scikit-learn-26194	BM25_projection	4000	50	12	3902	0.9755	1082.75	12	2	9	0	1	1.0	1.0	1
scikit-learn__scikit-learn-26323	BM25_projection	4000	50	19	3907	0.97675	156.8421052631579	4	2	2	1	1	1.0	0.25	1
scikit-learn__scikit-learn-9288	BM25_projection	4000	50	13	3784	0.946	351.2307692307692	4	0	6	0	1	0.0	0.0	0
sphinx-doc__sphinx-10323	BM25_projection	4000	50	15	3988	0.997	181.33333333333334	4	4	4	1	1	1.0	0.06666666666666667	1
sphinx-doc__sphinx-10435	BM25_projection	4000	50	7	3474	0.8685	329.7142857142857	3	0	6	0	0	0.0	0.0	0
sphinx-doc__sphinx-10449	BM25_projection	4000	50	24	3758	0.9395	150.83333333333334	7	0	5	0	0	0.0	0.0	0
sphinx-doc__sphinx-10466	BM25_projection	4000	50	21	3987	0.99675	137.85714285714286	4	2	2	1	1	1.0	0.05	1
sphinx-doc__sphinx-10614	BM25_projection	4000	50	11	2995	0.74875	360.1818181818182	6	0	7	0	0	0.0	0.0	0
sphinx-doc__sphinx-10673	BM25_projection	4000	50	14	3919	0.97975	459.42857142857144	8	3	13	0	1	0.6666666666666666	0.16666666666666666	1
sphinx-doc__sphinx-11445	BM25_projection	4000	50	20	3846	0.9615	197.0	4	0	14	0	0	0.0	0.0	0
sphinx-doc__sphinx-11510	BM25_projection	4000	50	9	3206	0.8015	380.3333333333333	6	0	3	0	0	0.0	0.0	0
sphinx-doc__sphinx-7440	BM25_projection	4000	50	6	1979	0.49475	316.0	2	4	4	1	1	1.0	1.0	1
sphinx-doc__sphinx-7454	BM25_projection	4000	50	15	3977	0.99425	244.46666666666667	5	0	3	0	0	0.0	0.0	0
sphinx-doc__sphinx-7462	BM25_projection	4000	50	14	3971	0.99275	289.35714285714283	6	0	8	0	1	0.5	0.25	1
sphinx-doc__sphinx-7590	BM25_projection	4000	50	25	3962	0.9905	136.76	3	17	37	0	1	0.5	1.0	1
sphinx-doc__sphinx-7748	BM25_projection	4000	50	19	3774	0.9435	183.73684210526315	5	31	34	0	1	0.6	1.0	1
sphinx-doc__sphinx-7757	BM25_projection	4000	50	17	3935	0.98375	152.11764705882354	2	0	11	0	0	0.0	0.0	0
sphinx-doc__sphinx-7889	BM25_projection	4000	50	12	3955	0.98875	209.0	1	0	3	0	0	0.0	0.0	0
sphinx-doc__sphinx-7910	BM25_projection	4000	50	15	3956	0.989	274.6	6	0	3	0	1	1.0	0.2	1
sphinx-doc__sphinx-7985	BM25_projection	4000	50	11	3997	0.99925	297.1818181818182	4	0	5	0	0	0.0	0.0	0
sphinx-doc__sphinx-8035	BM25_projection	4000	50	23	3910	0.9775	173.43478260869566	4	5	17	0	1	0.6666666666666666	1.0	1
sphinx-doc__sphinx-8056	BM25_projection	4000	50	21	3996	0.999	125.57142857142857	1	0	8	0	0	0.0	0.0	0
sphinx-doc__sphinx-8120	BM25_projection	4000	50	28	3874	0.9685	76.75	2	2	6	0	1	0.5	0.5	1
sphinx-doc__sphinx-8265	BM25_projection	4000	50	21	3819	0.95475	126.80952380952381	2	0	4	0	0	0.0	0.0	0
sphinx-doc__sphinx-8269	BM25_projection	4000	50	12	2964	0.741	237.66666666666666	4	0	1	0	1	1.0	0.2	1
sphinx-doc__sphinx-8459	BM25_projection	4000	50	20	3852	0.963	164.55	4	2	2	1	1	1.0	0.25	1
sphinx-doc__sphinx-8475	BM25_projection	4000	50	6	3996	0.999	565.8333333333334	4	0	4	0	0	0.0	0.0	0
sphinx-doc__sphinx-8548	BM25_projection	4000	50	18	3953	0.98825	271.22222222222223	6	18	25	0	1	1.0	0.1	1
sphinx-doc__sphinx-8551	BM25_projection	4000	50	12	3928	0.982	333.9166666666667	5	0	2	0	1	0.0	0.0	0
sphinx-doc__sphinx-8593	BM25_projection	4000	50	16	3864	0.966	310.75	7	19	25	0	1	0.3333333333333333	0.09090909090909091	1
sphinx-doc__sphinx-8595	BM25_projection	4000	50	19	3956	0.989	235.73684210526315	4	2	2	1	1	1.0	0.16666666666666666	1
sphinx-doc__sphinx-8621	BM25_projection	4000	50	14	3994	0.9985	233.64285714285714	4	0	2	0	0	0.0	0.0	0
sphinx-doc__sphinx-8638	BM25_projection	4000	50	10	3972	0.993	577.6	7	0	2	0	0	0.0	0.0	0
sphinx-doc__sphinx-8721	BM25_projection	4000	50	16	3948	0.987	223.3125	2	1	1	1	1	1.0	0.3333333333333333	1
sphinx-doc__sphinx-9229	BM25_projection	4000	50	9	3791	0.94775	470.22222222222223	4	0	5	0	1	0.0	0.0	0
sphinx-doc__sphinx-9230	BM25_projection	4000	50	20	3962	0.9905	153.1	4	0	2	0	0	0.0	0.0	0
sphinx-doc__sphinx-9258	BM25_projection	4000	50	12	3976	0.994	221.08333333333334	3	0	2	0	0	0.0	0.0	0
sphinx-doc__sphinx-9281	BM25_projection	4000	50	12	3735	0.93375	226.5	5	0	5	0	1	0.0	0.0	0
sphinx-doc__sphinx-9320	BM25_projection	4000	50	21	3971	0.99275	250.47619047619048	4	1	3	0	1	1.0	1.0	1
sphinx-doc__sphinx-9367	BM25_projection	4000	50	22	3816	0.954	154.45454545454547	5	0	5	0	0	0.0	0.0	0
sphinx-doc__sphinx-9461	BM25_projection	4000	50	19	3973	0.99325	231.57894736842104	6	5	15	0	1	0.2857142857142857	0.25	1
sphinx-doc__sphinx-9591	BM25_projection	4000	50	11	3719	0.92975	288.27272727272725	4	0	2	0	1	0.0	0.0	0
sphinx-doc__sphinx-9602	BM25_projection	4000	50	14	3929	0.98225	383.7142857142857	7	0	5	0	0	0.0	0.0	0
sphinx-doc__sphinx-9658	BM25_projection	4000	50	13	3967	0.99175	400.46153846153845	7	0	4	0	0	0.0	0.0	0
sphinx-doc__sphinx-9673	BM25_projection	4000	50	15	3947	0.98675	354.06666666666666	8	0	4	0	0	0.0	0.0	0
sphinx-doc__sphinx-9698	BM25_projection	4000	50	13	3926	0.9815	323.15384615384613	7	0	2	0	0	0.0	0.0	0
sphinx-doc__sphinx-9711	BM25_projection	4000	50	17	3968	0.992	141.8235294117647	2	2	3	0	1	1.0	1.0	1
sympy__sympy-11618	BM25_projection	4000	50	15	3925	0.98125	395.26666666666665	7	1	1	1	1	1.0	1.0	1
sympy__sympy-12096	BM25_projection	4000	50	17	3832	0.958	290.5882352941176	6	2	2	1	1	1.0	0.5	1
sympy__sympy-12419	BM25_projection	4000	50	17	3897	0.97425	250.47058823529412	4	0	9	0	0	0.0	0.0	0
sympy__sympy-12481	BM25_projection	4000	50	19	3980	0.995	271.94736842105266	7	0	7	0	1	1.0	0.07142857142857142	1
sympy__sympy-12489	BM25_projection	4000	50	14	3822	0.9555	438.07142857142856	8	24	78	0	1	0.375	1.0	1
sympy__sympy-13031	BM25_projection	4000	50	14	3727	0.93175	632.8571428571429	9	0	6	0	0	0.0	0.0	0
sympy__sympy-13091	BM25_projection	4000	50	16	3815	0.95375	687.9375	6	0	112	0	0	0.0	0.0	0
sympy__sympy-13372	BM25_projection	4000	50	14	3831	0.95775	584.4285714285714	8	0	2	0	1	1.0	0.3333333333333333	1
sympy__sympy-13480	BM25_projection	4000	50	12	3780	0.945	1575.3333333333333	10	0	2	0	0	0.0	0.0	0
sympy__sympy-13551	BM25_projection	4000	50	23	3880	0.97	185.95652173913044	5	0	3	0	1	1.0	0.25	1
sympy__sympy-13615	BM25_projection	4000	50	21	3900	0.975	592.6666666666666	7	0	2	0	0	0.0	0.0	0
sympy__sympy-13647	BM25_projection	4000	50	16	3940	0.985	225.375	2	2	2	1	1	1.0	0.3333333333333333	1
sympy__sympy-13757	BM25_projection	4000	50	13	3965	0.99125	418.84615384615387	8	0	1	0	1	0.0	0.0	0
sympy__sympy-13798	BM25_projection	4000	50	12	3753	0.93825	929.0	9	0	7	0	0	0.0	0.0	0
sympy__sympy-13852	BM25_projection	4000	50	16	3867	0.96675	639.75	8	0	10	0	0	0.0	0.0	0
sympy__sympy-13877	BM25_projection	4000	50	21	3842	0.9605	180.76190476190476	6	2	21	0	1	0.5	0.25	1
sympy__sympy-13878	BM25_projection	4000	50	40	3962	0.9905	46.825	1	6	59	0	1	0.21428571428571427	1.0	1
sympy__sympy-13974	BM25_projection	4000	50	21	3981	0.99525	211.42857142857142	6	9	16	0	1	1.0	1.0	1
sympy__sympy-14248	BM25_projection	4000	50	23	3924	0.981	421.0869565217391	6	0	15	0	1	0.0	0.0	0
sympy__sympy-14531	BM25_projection	4000	50	29	3994	0.9985	87.82758620689656	2	13	31	0	1	0.3333333333333333	0.07142857142857142	1
sympy__sympy-14711	BM25_projection	4000	50	18	3858	0.9645	464.8888888888889	13	1	1	1	1	1.0	1.0	1
sympy__sympy-14976	BM25_projection	4000	50	18	3961	0.99025	501.44444444444446	6	0	1	0	0	0.0	0.0	0
sympy__sympy-15017	BM25_projection	4000	50	17	3793	0.94825	279.11764705882354	7	0	2	0	0	0.0	0.0	0
sympy__sympy-15345	BM25_projection	4000	50	17	3743	0.93575	764.8823529411765	10	0	3	0	1	0.5	0.058823529411764705	1
sympy__sympy-15349	BM25_projection	4000	50	14	3862	0.9655	746.2142857142857	9	0	2	0	1	1.0	0.5	1
sympy__sympy-15599	BM25_projection	4000	50	18	3816	0.954	783.2222222222222	6	4	7	0	1	1.0	1.0	1
sympy__sympy-15809	BM25_projection	4000	50	25	3920	0.98	132.64	2	2	2	1	1	1.0	0.3333333333333333	1
sympy__sympy-15875	BM25_projection	4000	50	22	3930	0.9825	401.3181818181818	5	0	2	0	0	0.0	0.0	0
sympy__sympy-15976	BM25_projection	4000	50	27	3993	0.99825	129.74074074074073	7	18	23	0	1	1.0	0.125	1
sympy__sympy-16450	BM25_projection	4000	50	13	3903	0.97575	287.9230769230769	5	2	2	1	1	1.0	0.125	1
sympy__sympy-16597	BM25_projection	4000	50	13	3972	0.993	485.15384615384613	6	0	51	0	1	0.14285714285714285	0.1	1
sympy__sympy-16766	BM25_projection	4000	50	31	3965	0.99125	62.38709677419355	0	0	1	0	1	1.0	1.0	1
sympy__sympy-16792	BM25_projection	4000	50	12	3789	0.94725	775.6666666666666	11	2	8	0	1	1.0	0.2	1
sympy__sympy-16886	BM25_projection	4000	50	12	3839	0.95975	555.9166666666666	8	0	2	0	1	1.0	0.5	1
sympy__sympy-17139	BM25_projection	4000	50	13	3996	0.999	882.5384615384615	7	1	1	1	1	1.0	1.0	1
sympy__sympy-17318	BM25_projection	4000	50	15	3939	0.98475	440.93333333333334	9	0	8	0	1	0.3333333333333333	0.3333333333333333	1
sympy__sympy-17630	BM25_projection	4000	50	27	3877	0.96925	101.96296296296296	2	0	1	0	0	0.0	0.0	0
sympy__sympy-17655	BM25_projection	4000	50	16	3824	0.956	300.5	7	0	1	0	1	1.0	1.0	1
sympy__sympy-18189	BM25_projection	4000	50	12	3856	0.964	1090.1666666666667	9	0	2	0	1	1.0	1.0	1
sympy__sympy-18199	BM25_projection	4000	50	13	3716	0.929	447.9230769230769	9	4	6	0	1	1.0	1.0	1
sympy__sympy-18211	BM25_projection	4000	50	12	3982	0.9955	1351.75	11	0	3	0	0	0.0	0.0	0
sympy__sympy-18698	BM25_projection	4000	50	15	3847	0.96175	343.1333333333333	10	5	8	0	1	1.0	0.08333333333333333	1
sympy__sympy-18763	BM25_projection	4000	50	13	3769	0.94225	736.1538461538462	9	2	2	1	1	1.0	1.0	1
sympy__sympy-19040	BM25_projection	4000	50	12	3719	0.92975	875.1666666666666	9	0	2	0	0	0.0	0.0	0
sympy__sympy-19346	BM25_projection	4000	50	18	3917	0.97925	261.72222222222223	5	0	1	0	0	0.0	0.0	0
sympy__sympy-19495	BM25_projection	4000	50	12	3816	0.954	751.9166666666666	9	0	12	0	0	0.0	0.0	0
sympy__sympy-19637	BM25_projection	4000	50	24	3923	0.98075	282.4583333333333	8	1	2	0	1	1.0	1.0	1
sympy__sympy-19783	BM25_projection	4000	50	23	3716	0.929	126.34782608695652	2	2	7	0	1	1.0	0.16666666666666666	1
sympy__sympy-19954	BM25_projection	4000	50	13	3777	0.94425	622.3846153846154	7	0	7	0	1	0.0	0.0	0
sympy__sympy-20154	BM25_projection	4000	50	12	3902	0.9755	820.75	11	3	23	0	1	1.0	1.0	1
sympy__sympy-20428	BM25_projection	4000	50	18	3966	0.9915	206.44444444444446	3	0	2	0	0	0.0	0.0	0
sympy__sympy-20438	BM25_projection	4000	50	14	3953	0.98825	1168.9285714285713	8	0	15	0	0	0.0	0.0	0
sympy__sympy-20590	BM25_projection	4000	50	18	3775	0.94375	677.6111111111111	7	0	1	0	0	0.0	0.0	0
sympy__sympy-20801	BM25_projection	4000	50	11	3914	0.9785	2390.2727272727275	11	0	3	0	0	0.0	0.0	0
sympy__sympy-20916	BM25_projection	4000	50	21	3933	0.98325	148.71428571428572	6	0	4	0	0	0.0	0.0	0
sympy__sympy-21379	BM25_projection	4000	50	11	3937	0.98425	1189.090909090909	10	0	6	0	0	0.0	0.0	0
sympy__sympy-21596	BM25_projection	4000	50	26	3931	0.98275	146.8846153846154	5	0	20	0	0	0.0	0.0	0
sympy__sympy-21612	BM25_projection	4000	50	13	3598	0.8995	213.53846153846155	1	0	2	0	0	0.0	0.0	0
sympy__sympy-21847	BM25_projection	4000	50	18	3906	0.9765	205.66666666666666	1	4	4	1	1	1.0	1.0	1
sympy__sympy-21930	BM25_projection	4000	50	18	3949	0.98725	660.5555555555555	7	0	6	0	0	0.0	0.0	0
sympy__sympy-22080	BM25_projection	4000	50	12	3987	0.99675	1186.8333333333333	11	0	5	0	0	0.0	0.0	0
sympy__sympy-22456	BM25_projection	4000	50	28	3990	0.9975	235.78571428571428	9	0	6	0	1	1.0	1.0	1
sympy__sympy-22714	BM25_projection	4000	50	20	3882	0.9705	409.6	9	0	2	0	1	0.0	0.0	0
sympy__sympy-22914	BM25_projection	4000	50	26	3965	0.99125	83.3076923076923	1	0	1	0	1	0.0	0.0	0
sympy__sympy-23262	BM25_projection	4000	50	25	3812	0.953	178.92	6	0	4	0	0	0.0	0.0	0
sympy__sympy-23413	BM25_projection	4000	50	20	3982	0.9955	217.6	5	0	6	0	0	0.0	0.0	0
sympy__sympy-23534	BM25_projection	4000	50	20	3965	0.99125	479.55	6	2	2	1	1	1.0	0.1111111111111111	1
sympy__sympy-23824	BM25_projection	4000	50	15	3709	0.92725	489.46666666666664	5	3	3	1	1	1.0	1.0	1
sympy__sympy-23950	BM25_projection	4000	50	24	3945	0.98625	128.41666666666666	3	0	2	0	0	0.0	0.0	0
sympy__sympy-24066	BM25_projection	4000	50	14	3149	0.78725	210.07142857142858	3	5	5	1	1	1.0	1.0	1
sympy__sympy-24213	BM25_projection	4000	50	19	3927	0.98175	213.94736842105263	5	2	2	1	1	1.0	1.0	1
sympy__sympy-24443	BM25_projection	4000	50	11	3702	0.9255	845.1818181818181	11	0	35	0	0	0.0	0.0	0
sympy__sympy-24539	BM25_projection	4000	50	17	3750	0.9375	314.8235294117647	4	5	5	1	1	1.0	0.14285714285714285	1
sympy__sympy-24562	BM25_projection	4000	50	18	3943	0.98575	682.3333333333334	7	0	7	0	1	1.0	0.16666666666666666	1
